"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"NERV","Minerva Neurosciences, Inc.","Healthcare","Biotechnology",56.82,,,15.30%,,42.72,3.53%,0.00%,64.50%,0.69%,4.43%,,-8.51%,-4.44%,-27.53%,-63.25%,-63.76%,-44.87%,0.88,5.24%,-5.44%,-16.06%,-44.88%,-68.65%,3.20%,39.33,2.20,1.29,-1.53%,247328,7.00
"NES","Nuverra Environmental Solutions, Inc.","Industrials","Waste Management",28.95,,,16.90%,-20.90%,16.00,1.70%,0.00%,92.40%,-0.08%,0.15%,-25.90%,-8.87%,-5.61%,-18.14%,-5.51%,-4.88%,-13.15%,1.17,4.97%,-8.11%,-11.00%,-17.07%,-69.06%,3.93%,39.17,,1.85,0.54%,33221,
"NESR","National Energy Services Reunited Corp.","Energy","Oil & Gas Equipment & Services",1065.41,27.12,,,,91.25,56.25%,0.00%,55.90%,3.94%,3.36%,5.70%,-12.44%,-13.60%,0.36%,-17.69%,59.77%,11.98%,0.76,3.85%,-9.94%,-8.70%,-12.14%,-30.28%,63.29%,35.09,1.70,11.12,-3.22%,291758,17.50
"NET","Cloudflare, Inc.","Technology","Software - Infrastructure",63713.38,,,,,314.54,0.10%,-88.62%,84.60%,3.72%,4.83%,-31.20%,-1.62%,23.20%,72.40%,185.24%,223.98%,171.88%,,5.71%,8.30%,32.76%,92.77%,-5.23%,244.33%,67.45,2.00,206.60,0.90%,2507904,200.69
"NETI","Eneti Inc.","Industrials","Marine Shipping",186.04,,0.45%,21.60%,21.20%,10.63,66.64%,0.00%,17.10%,4.39%,5.32%,,-21.86%,-43.87%,-50.80%,-55.42%,-30.57%,-47.02%,1.17,5.84%,-36.54%,-43.11%,-51.95%,-63.74%,1.82%,16.65,2.20,8.97,0.00%,910750,25.00
"NETL","Fundamental Income Net Lease Real Estate ETF","Financial","Exchange Traded Fund",,,3.07%,,,,,,,,,,0.06%,1.10%,-0.50%,9.85%,26.42%,21.70%,,1.11%,-0.07%,1.67%,6.09%,-3.09%,28.13%,53.16,,31.64,0.67%,15151,
"NEU","NewMarket Corporation","Basic Materials","Specialty Chemicals",3605.74,15.47,2.46%,4.80%,-1.20%,10.82,0.20%,-5.13%,58.90%,-0.02%,1.09%,12.90%,1.10%,-8.71%,-0.15%,-2.47%,-9.09%,-14.35%,0.33,2.48%,-1.77%,-0.99%,-2.98%,-21.13%,14.75%,47.60,3.00,341.13,-0.48%,20927,
"NEV","Nuveen Enhanced Municipal Value Fund","Financial","Asset Management",385.48,,4.72%,,,24.95,,,17.69%,,,,-1.34%,-2.15%,-8.74%,-4.45%,-0.17%,-5.27%,,1.10%,-0.53%,-3.09%,-5.65%,-12.46%,3.28%,39.12,,15.45,-0.45%,40555,
"NEW","Puxin Limited","Consumer Defensive","Education & Training Services",49.46,7.33,,,,87.23,0.29%,0.00%,9.20%,-8.60%,6.08%,-1.80%,-11.92%,5.09%,-2.06%,-77.36%,-92.78%,-90.43%,1.57,16.97%,-2.06%,-0.01%,-78.30%,-93.93%,26.50%,48.03,1.00,0.56,-3.97%,1641146,
"NEWP","New Pacific Metals Corp.","Basic Materials","Other Precious Metals & Mining",606.11,207.37,,,,153.84,46.26%,0.00%,14.65%,,0.64%,,12.89%,11.93%,18.67%,-27.32%,-23.35%,-37.56%,,6.93%,9.02%,13.48%,-9.40%,-46.03%,39.21%,59.31,,3.94,-6.19%,140298,
"NEWR","New Relic, Inc.","Technology","Software - Infrastructure",8026.30,,,-17.70%,29.80%,64.28,0.40%,-53.41%,87.20%,-0.19%,9.72%,-31.20%,33.24%,61.37%,57.65%,104.75%,119.11%,85.28%,0.93,3.80%,36.67%,49.93%,72.82%,-4.96%,135.19%,79.17,2.70,121.17,-0.39%,999946,117.82
"NEWT","Newtek Business Services Corp.","Financial","Asset Management",675.82,10.64,11.96%,-13.70%,11.60%,22.52,0.10%,0.00%,12.60%,-1.46%,1.97%,48.30%,-6.76%,7.27%,11.24%,-7.59%,74.33%,52.82%,1.19,3.19%,0.44%,3.82%,2.94%,-22.41%,74.94%,53.05,3.20,30.09,0.57%,152076,27.75
"NEX","NexTier Oilfield Solutions Inc.","Energy","Oil & Gas Equipment & Services",994.26,,,-20.90%,26.80%,224.48,12.10%,-0.08%,81.40%,1.89%,2.85%,-15.50%,-10.35%,-14.68%,21.13%,-12.66%,66.12%,18.31%,3.01,5.06%,-12.15%,-10.75%,-4.82%,-30.31%,77.73%,36.59,1.90,4.07,-1.93%,1242432,6.16
"NEXA","Nexa Resources S.A.","Basic Materials","Other Industrial Metals & Mining",1205.38,7.55,2.80%,-34.20%,0.90%,132.44,64.68%,0.00%,25.70%,0.34%,0.36%,18.40%,6.41%,-14.69%,26.39%,-20.80%,23.70%,-3.63%,1.70,8.88%,-3.28%,6.23%,-1.01%,-27.76%,42.92%,51.82,3.00,9.29,-0.75%,107365,10.77
"NEXI","NexImmune, Inc.","Healthcare","Biotechnology",241.20,,,,,23.81,0.30%,0.00%,45.50%,5.24%,2.94%,,-14.73%,-20.98%,-17.04%,-44.03%,,-60.01%,,7.25%,-15.02%,-26.09%,-38.18%,-63.82%,0.30%,30.06,2.00,10.13,-5.50%,71588,30.33
"NEXT","NextDecade Corporation","Energy","Oil & Gas E&P",499.08,,,-30.50%,,119.37,1.40%,0.00%,81.60%,-4.51%,3.79%,,0.50%,25.71%,41.20%,95.61%,70.64%,91.87%,0.23,7.77%,9.59%,24.16%,38.95%,-34.58%,143.03%,63.08,2.40,4.01,4.70%,719353,4.71
"NFBK","Northfield Bancorp, Inc. (Staten Island, NY)","Financial","Banks - Regional",907.56,13.16,2.89%,11.00%,10.60%,48.10,1.40%,-5.38%,58.90%,-0.69%,2.01%,92.50%,-1.80%,2.45%,7.91%,7.08%,62.16%,45.99%,0.73,2.09%,1.51%,4.12%,10.77%,-2.23%,65.90%,55.64,2.50,18.00,-0.28%,115144,19.00
"NFE","New Fortress Energy Inc.","Utilities","Utilities - Regulated Gas",5604.01,,1.48%,,,207.50,0.60%,-49.21%,43.10%,0.70%,5.60%,4.60%,-11.58%,-21.22%,1.76%,-35.58%,-22.04%,-49.43%,,4.66%,-11.39%,-8.41%,-28.64%,-58.88%,13.87%,37.55,1.70,27.10,-0.88%,592331,52.64
"NFG","National Fuel Gas Company","Energy","Oil & Gas Integrated",5538.55,15.29,3.00%,20.70%,-2.60%,91.17,0.80%,0.41%,74.30%,-0.53%,2.36%,14.20%,1.97%,4.91%,16.15%,16.55%,44.70%,47.41%,0.72,1.94%,3.59%,9.09%,17.33%,-0.79%,52.34%,67.33,2.30,60.63,0.71%,325183,61.33
"NFGC","New Found Gold Corp.","Basic Materials","Gold",,,,,,,55.56%,,2.52%,,,,16.39%,-3.23%,-14.41%,-7.73%,99.94%,112.65%,,8.05%,-6.84%,1.24%,6.99%,-42.58%,176.54%,48.81,,6.89,1.62%,290787,
"NFH","New Frontier Health Corporation","Healthcare","Medical Care Facilities",1471.53,,,,,131.46,58.57%,0.00%,54.50%,3.96%,6.42%,-3.30%,-0.18%,-2.29%,-1.33%,-0.18%,28.95%,28.95%,0.11,0.70%,-1.01%,-1.52%,-0.27%,-4.40%,40.38%,40.41,3.00,11.09,0.27%,64145,12.00
"NFJ","Virtus Dividend, Interest & Premium Strategy Fund","Financial","Closed-End Fund - Equity",1521.57,9.10,5.61%,,,94.80,,,36.11%,,,,0.88%,4.77%,3.41%,11.85%,28.09%,19.24%,,0.78%,2.17%,4.32%,8.83%,0.25%,29.12%,69.69,,16.05,0.38%,109673,
"NFLT","Virtus Newfleet Multi-Sector Bond ETF","Financial","Exchange Traded Fund",,,3.41%,,,,,,,,,,-0.31%,-0.33%,-0.89%,-0.53%,0.22%,-1.65%,,0.24%,-0.02%,-0.41%,-0.47%,-2.34%,6.07%,45.48,,25.26,-0.04%,1411,
"NFLX","Netflix, Inc.","Communication Services","Entertainment",289876.91,62.31,,83.80%,29.80%,442.78,1.49%,-2.60%,82.30%,0.46%,2.18%,22.80%,4.28%,8.12%,30.91%,39.70%,40.69%,25.63%,0.84,2.46%,2.59%,8.25%,23.61%,-1.68%,42.76%,59.96,2.10,679.33,-0.48%,2869016,667.40
"NFRA","FlexShares STOXX Global Broad Infrastructure Index Fund","Financial","Exchange Traded Fund",,,2.24%,,,,,,,,,,-0.48%,1.63%,-0.79%,-0.45%,8.94%,7.72%,,0.51%,-0.07%,0.71%,0.95%,-3.35%,10.43%,52.43,,57.91,0.05%,111328,
"NG","NovaGold Resources Inc.","Basic Materials","Gold",3366.34,,,,,331.64,26.57%,-0.31%,54.98%,,2.61%,,4.00%,5.64%,11.48%,-20.59%,-25.65%,-16.65%,0.34,3.60%,5.14%,10.19%,-3.94%,-27.45%,24.38%,62.72,2.00,8.06,-1.59%,1519966,19.50
"NGAB","Northern Genesis Acquisition Corp. II","Financial","Shell Companies",513.88,,,,,51.75,20.00%,0.00%,51.87%,,0.53%,,-0.60%,-0.10%,0.30%,0.40%,,-1.97%,,0.58%,-0.32%,-0.13%,-0.10%,-3.59%,3.98%,46.70,,9.93,0.00%,0,
"NGCA","NextGen Acquisition Corp. II","Financial","Shell Companies",393.31,,,,,38.26,,,42.17%,,,,2.49%,3.84%,6.75%,,,5.98%,,0.70%,2.74%,3.41%,3.41%,-4.81%,6.97%,79.89,,10.28,0.88%,959653,
"NGCAU","NextGen Acquisition Corp. II","Financial","Shell Companies",,,,,,,,,33.37%,,,,3.06%,6.83%,7.39%,8.66%,,10.67%,,0.69%,4.15%,5.02%,5.81%,-3.57%,10.67%,68.19,,10.79,2.76%,4799,
"NGD","New Gold Inc.","Basic Materials","Gold",1088.74,,,21.60%,-2.00%,680.80,3.60%,0.00%,55.10%,-2.67%,1.24%,18.60%,14.29%,28.47%,61.47%,-9.74%,-4.86%,-19.63%,2.02,6.38%,19.57%,34.78%,9.50%,-26.67%,74.26%,73.97,2.70,1.76,-1.12%,15770481,
"NGE","Global X MSCI Nigeria ETF","Financial","Exchange Traded Fund",,,5.29%,,,,,,,,,,-1.90%,-2.16%,-5.41%,-12.68%,-15.45%,-8.44%,,2.76%,-5.37%,-2.42%,-10.23%,-24.14%,5.69%,35.47,,10.40,-0.67%,4073,
"NGG","National Grid plc","Utilities","Utilities - Diversified",47297.60,21.30,6.92%,-3.30%,2.30%,706.60,3.50%,0.00%,3.80%,-0.96%,0.08%,19.60%,2.38%,7.00%,-0.74%,-0.06%,4.73%,11.67%,0.39,0.74%,3.07%,3.97%,4.48%,-3.75%,17.95%,65.65,1.00,65.92,0.72%,173265,
"NGL","NGL Energy Partners LP","Energy","Oil & Gas Refining & Marketing",296.83,,,-19.20%,-14.90%,129.59,2.10%,35.87%,36.30%,2.19%,1.66%,-7.30%,-7.35%,-17.75%,62.14%,1.79%,-8.84%,-5.42%,2.61,6.15%,-6.02%,-0.90%,2.01%,-44.50%,64.49%,45.67,3.40,2.27,1.34%,723476,2.50
"NGM","NGM Biopharmaceuticals, Inc.","Healthcare","Biotechnology",1562.10,,,,,77.41,1.20%,-9.81%,68.90%,3.07%,1.88%,,-3.90%,1.32%,-5.99%,-29.81%,-2.73%,-34.18%,,3.91%,1.44%,-5.06%,-15.05%,-37.92%,33.83%,47.66,2.00,19.94,-0.89%,145395,35.50
"NGMS","NeoGames S.A.","Communication Services","Electronic Gaming & Multimedia",1052.58,,,,,25.15,59.84%,0.00%,26.20%,14.21%,0.85%,,0.43%,-5.26%,-2.17%,-15.76%,,4.40%,,5.53%,2.04%,3.66%,-9.72%,-46.07%,112.43%,52.28,1.70,39.66,-0.75%,78475,56.00
"NGS","Natural Gas Services Group, Inc.","Energy","Oil & Gas Equipment & Services",164.49,,,-29.70%,-6.60%,13.30,0.80%,-12.38%,87.10%,-1.23%,0.61%,-5.30%,-6.65%,-5.98%,18.59%,12.38%,13.46%,24.47%,1.94,3.74%,-1.65%,5.81%,15.91%,-9.02%,47.50%,49.72,2.00,11.80,-0.25%,35272,18.00
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","Consumer Defensive","Grocery Stores",299.71,17.73,2.10%,4.20%,10.70%,22.61,0.70%,0.00%,33.20%,-8.85%,1.45%,2.30%,4.46%,14.79%,12.18%,9.79%,31.18%,-2.84%,1.25,2.33%,7.44%,15.10%,2.25%,-28.80%,35.19%,74.88,1.00,13.35,1.44%,53248,13.00
"NGVT","Ingevity Corporation","Basic Materials","Specialty Chemicals",3201.77,25.11,,18.20%,4.90%,39.54,0.76%,-2.60%,95.40%,-1.13%,2.08%,14.60%,1.94%,6.27%,1.05%,-6.38%,23.00%,9.39%,2.14,2.39%,4.52%,8.66%,6.28%,-7.49%,30.60%,63.67,2.10,82.84,-0.41%,199806,96.75
"NH","NantHealth, Inc.","Healthcare","Health Information Services",173.22,,,-2.80%,9.60%,115.24,0.20%,-14.88%,21.00%,0.20%,2.08%,-54.80%,-10.47%,-10.47%,-23.00%,-37.65%,-28.37%,-52.32%,1.73,8.07%,-8.90%,-11.47%,-39.96%,-76.67%,2.67%,40.43,,1.54,-1.91%,242344,2.50
"NHC","National HealthCare Corporation","Healthcare","Medical Care Facilities",1122.66,7.44,2.87%,-3.10%,2.50%,15.36,1.10%,0.00%,46.10%,-0.54%,1.21%,5.20%,-0.44%,0.55%,-3.06%,-2.64%,2.17%,9.28%,0.26,3.03%,1.85%,3.06%,0.71%,-8.98%,18.42%,53.40,,72.57,-0.90%,27295,
"NHI","National Health Investors, Inc.","Real Estate","REIT - Healthcare Facilities",2674.41,18.33,6.27%,0.90%,7.80%,45.85,0.30%,9.10%,68.30%,-0.59%,2.61%,38.40%,5.59%,1.66%,-6.92%,-14.14%,-13.43%,-16.96%,0.95,2.80%,2.76%,2.55%,-12.29%,-26.88%,10.94%,55.99,3.00,57.44,1.74%,250652,65.50
"NHICU","NewHold Investment Corp. II","Financial","Shell Companies",,,,,,,,,,,,,0.30%,,,,,0.50%,,,0.13%,0.13%,0.13%,-1.04%,0.50%,,,10.00,0.00%,25500,
"NHS","Neuberger Berman High Yield Strategies Fund Inc.","Financial","Asset Management",255.00,84.19,8.35%,,,19.54,,,27.11%,,,,-0.38%,0.77%,3.08%,1.96%,15.79%,11.63%,,0.92%,-0.43%,1.36%,1.93%,-3.83%,16.31%,50.62,,13.05,-1.14%,32256,
"NHTC","Natural Health Trends Corp.","Consumer Cyclical","Internet Retail",87.17,56.14,10.18%,-54.60%,-25.20%,11.06,39.10%,0.00%,13.00%,1.12%,0.76%,4.10%,-1.13%,8.86%,18.91%,8.12%,32.77%,57.83%,0.47,2.40%,3.79%,7.67%,10.62%,-10.17%,60.41%,58.70,,7.86,-4.55%,49350,
"NI","NiSource Inc.","Utilities","Utilities - Regulated Gas",10033.64,22.74,3.45%,-18.40%,0.10%,393.20,0.30%,-1.15%,97.70%,1.92%,4.82%,20.00%,1.87%,2.65%,-0.58%,1.15%,4.37%,11.33%,0.32,1.32%,2.37%,3.74%,3.79%,-3.98%,21.10%,62.19,1.90,25.54,1.83%,3636040,28.27
"NIB","iPath Bloomberg Cocoa Subindex Total Return(SM) ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,3.73%,-5.14%,-6.95%,-6.48%,2.28%,-6.47%,,1.66%,-0.93%,-4.61%,-3.47%,-14.39%,9.33%,45.03,,29.17,0.45%,20083,
"NICE","NICE Ltd.","Technology","Software - Application",20303.04,105.64,,5.40%,12.20%,63.18,0.17%,0.00%,64.90%,1.11%,2.86%,14.10%,13.99%,13.36%,17.98%,43.54%,33.23%,11.10%,0.75,2.38%,10.88%,11.29%,23.45%,-1.36%,49.12%,74.18,1.50,315.02,1.06%,372301,345.30
"NICK","Nicholas Financial, Inc.","Financial","Credit Services",152.05,11.02,,-7.20%,-9.20%,7.65,1.10%,219.59%,41.30%,4.08%,0.33%,19.70%,1.26%,-2.04%,7.42%,16.94%,53.97%,43.32%,0.36,2.06%,0.32%,0.86%,8.50%,-3.92%,67.97%,50.79,,12.01,-1.48%,8472,
"NID","Nuveen Intermediate Duration Municipal Term Fund","Financial","Asset Management",694.26,29.42,3.78%,,,46.91,0.01%,-21.04%,18.98%,,,,-0.60%,0.14%,-1.07%,3.28%,9.79%,6.63%,,0.73%,0.00%,0.02%,1.78%,-1.33%,10.28%,48.96,,14.80,0.00%,35948,
"NIE","AllianzGI Equity & Convertible Income Fund","Financial","Asset Management",878.38,,4.79%,,,27.71,,,24.28%,,,,-0.35%,4.83%,4.59%,12.97%,18.77%,12.09%,,0.79%,2.01%,4.13%,7.22%,-1.03%,22.44%,64.68,,31.70,-0.31%,36338,
"NIM","Nuveen Select Maturities Municipal Fund","Financial","Closed-End Fund - Debt",132.54,15.21,2.72%,,,12.45,,,14.87%,,,,-0.28%,0.66%,-1.54%,-0.00%,2.37%,-0.23%,,0.80%,0.09%,-0.49%,-0.88%,-5.75%,4.51%,47.77,,10.65,-1.30%,14616,
"NIMC","NiSource Inc.","Utilities","Utilities - Regulated Gas",,,,,,,,,,,0.06%,,0.38%,1.51%,0.05%,2.59%,,5.62%,,0.57%,0.81%,2.75%,2.39%,-0.94%,8.41%,58.03,,108.26,0.63%,2337,28.27
"NINE","Nine Energy Service, Inc.","Energy","Oil & Gas Equipment & Services",54.38,,,-50.70%,-8.30%,30.45,5.90%,-3.91%,62.30%,-0.04%,5.64%,-16.70%,-9.28%,-19.27%,-9.74%,-12.00%,14.29%,-35.29%,3.41,7.01%,-9.56%,-10.14%,-26.58%,-56.38%,17.33%,40.84,3.00,1.76,-6.88%,151387,2.75
"NIO","NIO Inc.","Consumer Cyclical","Auto Manufacturers",61249.75,,,,,1563.89,0.52%,0.00%,40.30%,1.39%,5.34%,-10.10%,-6.09%,7.58%,6.48%,18.66%,-8.95%,-16.76%,,5.04%,-0.66%,6.18%,-2.99%,-39.44%,32.11%,51.39,2.00,40.57,-4.92%,47421191,57.88
"NIQ","Nuveen Intermediate Duration Quality Municipal Term Fund","Financial","Asset Management",193.05,,3.46%,,,13.10,,,29.96%,,,,-0.61%,-0.34%,-1.34%,0.82%,3.15%,0.07%,,1.10%,0.12%,-0.24%,0.04%,-6.11%,3.95%,48.78,,14.74,-0.34%,17843,
"NISN","Nisun International Enterprise Development Group Co., Ltd","Financial","Credit Services",171.44,9.95,,15.50%,12.90%,20.55,58.62%,0.00%,4.70%,-0.10%,2.59%,26.20%,-30.11%,-36.52%,-17.05%,-29.56%,-43.09%,-55.90%,0.78,12.97%,-33.14%,-27.53%,-38.59%,-67.80%,-3.83%,37.86,,8.03,-7.59%,336122,
"NIU","Niu Technologies","Consumer Cyclical","Auto Manufacturers",1926.73,65.85,,,,87.08,0.07%,0.00%,37.70%,4.13%,2.20%,6.80%,-3.98%,5.27%,5.01%,-15.40%,-21.89%,-8.91%,,4.54%,-0.93%,-0.09%,-18.80%,-52.14%,21.20%,48.96,1.70,25.55,-2.85%,535295,41.56
"NJAN","Innovator Nasdaq 100 Power Buffer ETF - January","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.06%,1.13%,2.32%,7.96%,11.63%,10.67%,,0.19%,0.38%,1.24%,4.77%,-0.18%,13.53%,66.70,,42.18,0.06%,3530,
"NJR","New Jersey Resources Corporation","Utilities","Utilities - Regulated Gas",3794.97,23.32,3.70%,-0.60%,-6.50%,96.35,0.30%,-4.31%,71.70%,-2.90%,2.35%,16.10%,1.21%,3.93%,4.29%,-7.46%,7.52%,10.21%,0.59,1.96%,2.36%,5.66%,-0.85%,-11.78%,20.93%,60.55,2.20,39.18,0.88%,523099,43.43
"NJUL","Innovator Nasdaq 100 Power Buffer ETF - July","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.15%,1.81%,2.64%,4.41%,10.66%,7.17%,,0.29%,0.47%,1.57%,3.65%,-0.50%,10.20%,62.11,,47.86,-0.17%,24325,
"NKE","NIKE, Inc.","Consumer Cyclical","Footwear & Accessories",263907.49,44.86,0.65%,10.50%,6.60%,1581.90,0.20%,-18.76%,83.20%,0.09%,0.87%,15.70%,-1.75%,6.86%,-1.06%,24.56%,31.63%,19.35%,0.94,1.87%,1.32%,5.94%,13.58%,-5.72%,34.61%,55.99,1.90,168.85,-0.14%,3843341,179.84
"NKG","Nuveen Georgia Quality Municipal Income Fund","Financial","Asset Management",143.62,17.82,3.91%,,,10.40,,,15.80%,,,,0.80%,3.21%,0.07%,1.77%,11.01%,5.66%,,1.06%,1.09%,1.05%,2.12%,-2.81%,11.55%,55.19,,13.81,0.29%,9172,
"NKLA","Nikola Corporation","Consumer Cyclical","Auto Manufacturers",5703.03,,,,,400.22,0.10%,-97.32%,24.20%,3.73%,29.06%,,-5.44%,23.03%,41.11%,-0.15%,-35.17%,-10.03%,0.64,7.72%,10.61%,21.00%,-0.66%,-63.82%,52.22%,57.84,2.70,13.73,-1.79%,8213566,17.44
"NKSH","National Bankshares, Inc.","Financial","Banks - Regional",235.39,12.05,3.65%,1.70%,0.50%,6.14,1.40%,7.29%,24.90%,1.19%,0.70%,93.30%,-0.65%,6.52%,1.19%,4.63%,23.75%,22.64%,0.52,2.03%,2.42%,4.20%,7.33%,-3.98%,28.00%,60.18,2.00,38.40,0.12%,19672,41.00
"NKTR","Nektar Therapeutics","Healthcare","Biotechnology",2496.98,,,-32.40%,-7.90%,184.11,1.20%,-6.63%,91.80%,-0.39%,8.89%,,-8.94%,-22.93%,-2.41%,-26.42%,-22.76%,-21.53%,1.14,5.64%,-14.13%,-19.03%,-26.15%,-50.13%,8.02%,35.29,2.20,13.34,-0.15%,1208158,25.92
"NKTX","Nkarta, Inc.","Healthcare","Biotechnology",565.33,,,,,32.90,0.90%,-14.01%,80.90%,1.11%,4.88%,,3.16%,-0.44%,-49.92%,-37.03%,-42.63%,-70.29%,,8.51%,5.60%,-19.63%,-42.68%,-76.93%,16.98%,45.83,1.70,18.26,-6.55%,365931,73.60
"NKX","Nuveen California AMT-Free Quality Municipal Income Fund","Financial","Asset Management",779.81,,4.14%,,,47.52,,,14.39%,,,,-0.61%,2.18%,-0.18%,4.79%,7.96%,4.12%,,0.76%,0.89%,0.46%,2.53%,-2.15%,10.65%,52.71,,16.41,-1.32%,88976,
"NL","NL Industries, Inc.","Industrials","Security & Protection Services",333.83,8.19,3.52%,21.20%,1.00%,48.80,0.20%,0.00%,11.00%,0.65%,1.73%,6.80%,2.56%,13.50%,10.02%,-8.34%,46.77%,42.47%,1.17,3.98%,9.97%,10.80%,3.75%,-19.88%,61.37%,63.99,4.00,6.81,-1.73%,10537,7.00
"NLIT","Northern Lights Acquisition Corp.","Financial","Shell Companies",,,,,,,,,7.41%,,,,0.00%,0.45%,,,,1.32%,,0.26%,0.00%,0.24%,0.24%,-6.19%,2.56%,54.01,,10.01,0.00%,0,
"NLITU","Northern Lights Acquisition Corp.","Financial","Shell Companies",,,,,,,,,93.62%,,,,5.56%,5.76%,,,,6.50%,,0.80%,4.89%,5.60%,5.60%,-4.24%,7.14%,72.48,,10.73,4.22%,103,
"NLITW","Northern Lights Acquisition Corp.","Financial","Shell Companies",,,,,,,,,,,,,0.88%,19.62%,,,,2.90%,,6.53%,3.32%,9.05%,9.05%,-9.74%,28.63%,52.07,,0.51,2.86%,29097,
"NLOK","NortonLifeLock Inc.","Technology","Software - Infrastructure",14344.55,16.62,1.99%,24.10%,-6.70%,582.00,0.30%,-72.00%,94.80%,-0.74%,3.76%,41.10%,-2.82%,-0.59%,-3.12%,-5.06%,27.02%,21.03%,0.67,2.57%,-1.97%,-2.40%,2.46%,-13.03%,39.88%,45.85,2.10,25.15,-1.49%,12655546,29.07
"NLR","VanEck Vectors Uranium+Nuclear Energy ETF","Financial","Exchange Traded Fund",,,2.09%,,,,,,,,,,-0.57%,1.47%,7.04%,3.09%,16.18%,14.84%,,1.09%,0.06%,2.06%,5.98%,-1.70%,22.07%,55.09,,56.49,0.36%,6026,
"NLS","Nautilus, Inc.","Consumer Cyclical","Leisure",268.17,2.52,,-3.50%,-12.70%,30.97,2.00%,-30.79%,75.40%,-1.42%,15.74%,13.20%,-13.99%,-11.23%,-31.12%,-53.94%,-60.50%,-54.24%,1.61,6.65%,-17.38%,-16.80%,-46.42%,-73.55%,0.61%,34.26,2.20,8.30,-2.01%,937469,12.50
"NLSN","Nielsen Holdings plc","Industrials","Consulting Services",7763.47,22.67,1.11%,-15.00%,0.40%,358.88,0.50%,0.00%,,-0.45%,9.29%,20.10%,3.99%,9.51%,-5.13%,-21.13%,37.46%,3.74%,1.41,2.56%,5.89%,7.97%,-8.22%,-23.82%,44.91%,64.85,2.30,21.65,2.66%,3467569,26.25
"NLSP","NLS Pharmaceutics AG","Healthcare","Biotechnology",24.87,,,,,11.07,45.57%,0.00%,0.70%,12.64%,1.41%,,-0.46%,-9.96%,-7.26%,-37.10%,,-24.91%,,5.62%,-2.71%,-10.70%,-27.57%,-70.48%,10.71%,44.42,2.00,2.17,2.36%,112183,10.00
"NLTX","Neoleukin Therapeutics, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",268.11,,,18.00%,,55.09,8.70%,5.57%,65.40%,0.55%,4.85%,,-11.19%,-13.16%,-7.39%,-42.58%,-50.82%,-55.53%,0.89,6.99%,-10.79%,-13.38%,-34.81%,-65.07%,5.38%,38.28,1.50,6.27,-1.10%,185201,21.83
"NLY","Annaly Capital Management, Inc.","Real Estate","REIT - Mortgage",12398.46,4.41,10.30%,-30.30%,-20.50%,1445.32,0.30%,0.00%,43.70%,-2.00%,2.75%,,-1.27%,-0.47%,-0.70%,-7.58%,12.81%,1.07%,1.26,1.30%,-0.85%,-0.78%,-2.29%,-11.41%,15.25%,46.05,2.20,8.54,-0.47%,8727448,8.92
"NM","Navios Maritime Holdings Inc.","Industrials","Marine Shipping",75.11,,,-1.60%,-3.50%,13.13,23.20%,0.00%,9.80%,1.55%,1.85%,6.20%,-2.20%,-14.96%,28.01%,-46.15%,177.84%,117.33%,1.97,6.79%,-11.24%,-7.84%,-28.20%,-68.29%,192.81%,40.45,1.50,4.89,-4.68%,126993,11.50
"NMCO","Nuveen Municipal Credit Opportunities Fund","Financial","Closed-End Fund - Debt",828.44,,4.76%,,,53.28,,,12.84%,,,,-0.26%,2.30%,-1.58%,4.50%,27.25%,19.98%,,1.65%,2.15%,1.60%,3.60%,-10.17%,27.98%,61.35,,15.55,-0.32%,82478,
"NMFC","New Mountain Finance Corporation","Financial","Asset Management",1336.22,4.86,8.70%,-2.44%,,96.83,10.17%,0.33%,33.89%,,,,-1.36%,1.17%,2.76%,5.42%,26.14%,21.48%,,1.20%,-0.90%,1.51%,5.06%,-2.20%,26.76%,49.66,2.20,13.80,-0.36%,161234,13.88
"NMG","Nouveau Monde Graphite Inc.","Basic Materials","Other Industrial Metals & Mining",326.35,,,,,37.09,24.32%,0.00%,19.68%,,0.64%,,1.73%,7.45%,36.01%,-26.30%,83.33%,8.72%,,7.29%,5.76%,25.21%,-13.82%,-59.82%,109.52%,61.84,,8.80,-1.90%,65808,
"NMI","Nuveen Municipal Income Fund, Inc.","Financial","Closed-End Fund - Debt",113.10,9.86,2.76%,-16.10%,-1.90%,9.46,0.10%,0.00%,6.80%,-0.75%,,82.00%,0.61%,-0.22%,-2.85%,0.35%,2.65%,1.84%,-0.01,1.09%,0.43%,-0.86%,-0.41%,-4.92%,5.45%,50.23,,11.60,0.96%,21660,
