"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"GRBK","Green Brick Partners, Inc.","Consumer Cyclical","Residential Construction",1320.74,8.72,,42.40%,27.40%,50.73,1.00%,2.89%,83.50%,-0.02%,3.74%,15.60%,5.33%,24.93%,8.42%,18.81%,22.01%,16.11%,1.42,4.38%,6.20%,15.82%,16.09%,-3.78%,47.62%,64.08,2.20,26.97,1.16%,198442,30.17
"GRC","The Gorman-Rupp Company","Industrials","Specialty Industrial Machinery",1193.35,39.73,1.35%,0.10%,-3.00%,26.13,0.50%,-2.03%,58.30%,0.30%,2.07%,10.80%,-0.41%,16.77%,30.25%,31.37%,36.42%,41.17%,0.52,2.58%,5.29%,14.88%,26.64%,-4.16%,48.80%,73.07,1.00,45.16,-1.42%,58428,46.00
"GRCL","Gracell Biotechnologies Inc.","Healthcare","Biotechnology",755.88,,,,,67.23,,,31.10%,-0.28%,4.72%,,-2.33%,-17.52%,3.51%,-8.16%,,-56.42%,,5.85%,1.49%,-9.96%,-23.98%,-66.53%,15.69%,45.54,1.70,11.28,3.30%,113251,34.67
"GREE","Greenidge Generation Holdings Inc.","Financial","Capital Markets",,225.98,,,,,7.35%,,51.62%,,,,-14.38%,-0.29%,,,,-44.29%,,12.66%,-9.73%,-16.20%,-16.20%,-63.88%,11.13%,36.67,,21.67,-10.38%,1449122,
"GREK","Global X MSCI Greece ETF","Financial","Exchange Traded Fund",,,1.93%,,,,,,,,,,-2.20%,0.04%,-0.25%,-3.39%,36.34%,9.78%,,1.02%,-2.20%,-1.35%,0.52%,-7.91%,29.92%,43.50,,27.70,-0.89%,54265,
"GRES","IQ Global Resources ETF","Financial","Exchange Traded Fund",,,8.89%,,,,,,,,,,0.01%,-1.19%,5.15%,-0.12%,14.19%,17.86%,,0.93%,-0.54%,1.82%,4.65%,-4.67%,18.68%,51.72,,30.22,-0.51%,5288,
"GRF","Eagle Capital Growth Fund, Inc.","Financial","Asset Management",40.54,11.41,5.53%,,,4.07,13.76%,0.92%,3.80%,,,,2.34%,6.43%,9.34%,15.30%,51.99%,24.69%,,1.47%,6.22%,7.46%,15.04%,0.01%,43.55%,72.00,,10.10,1.51%,13502,
"GRFS","Grifols, S.A.","Healthcare","Drug Manufacturers - General",11894.12,24.19,7.69%,2.78%,,1005.42,,,42.30%,-0.34%,1.63%,,-5.36%,-16.81%,-17.27%,-37.54%,-37.87%,-35.85%,0.44,2.00%,-6.40%,-13.39%,-24.42%,-40.90%,2.63%,32.15,2.00,12.11,2.37%,1852880,27.25
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund","Financial","Exchange Traded Fund",,,0.79%,,,,,,,,,,-0.43%,7.37%,6.78%,19.17%,46.29%,28.68%,,0.97%,2.79%,6.63%,13.24%,-0.74%,45.80%,70.61,,104.66,0.41%,55482,
"GRIL","Muscle Maker, Inc.","Consumer Cyclical","Restaurants",24.00,,,,7.60%,15.38,1.90%,1.39%,5.80%,3.34%,1.13%,,10.69%,40.78%,35.51%,12.40%,-24.08%,-17.14%,,13.77%,1.90%,11.16%,-17.76%,-65.95%,28.57%,51.15,,1.26,-13.10%,7579823,
"GRIN","Grindrod Shipping Holdings Ltd.","Industrials","Marine Shipping",261.88,,,15.50%,-8.50%,19.30,22.70%,0.00%,27.50%,0.96%,0.32%,-1.00%,1.02%,-3.26%,10.73%,81.62%,257.16%,231.67%,1.01,5.18%,-5.90%,-12.00%,26.20%,-31.04%,312.27%,41.12,2.00,13.44,-3.52%,175367,25.50
"GRMN","Garmin Ltd.","Technology","Scientific & Technical Instruments",27736.86,24.79,1.84%,16.70%,8.20%,192.32,0.10%,-70.34%,54.70%,-0.24%,1.35%,25.80%,-0.81%,-6.95%,-12.99%,3.57%,25.64%,21.41%,0.96,2.50%,-2.36%,-7.42%,-0.37%,-18.40%,29.33%,42.56,2.40,145.91,0.43%,725956,163.14
"GRNB","VanEck Vectors Green Bond ETF","Financial","Exchange Traded Fund",,,2.06%,,,,,,,,,,-0.60%,-0.55%,-2.84%,-1.71%,-3.78%,-4.38%,,0.24%,-0.41%,-1.20%,-2.05%,-4.54%,0.11%,39.63,,26.74,0.03%,19186,
"GRNQ","Greenpro Capital Corp.","Industrials","Conglomerates",72.21,,,-40.00%,-5.20%,72.21,45.00%,0.00%,0.90%,,5.84%,,-4.76%,11.87%,82.51%,2.80%,-18.91%,-36.32%,0.17,16.67%,-2.76%,25.90%,-10.47%,-66.97%,114.19%,53.76,3.00,1.05,5.00%,11061447,
"GROM","Grom Social Enterprises, Inc.","Communication Services","Internet Content & Information",40.73,,,22.20%,97.20%,5.94,0.10%,0.00%,2.60%,295.08%,10.10%,,-10.11%,-12.21%,19.43%,-55.99%,50.89%,92.05%,0.21,12.89%,-3.55%,6.48%,-17.42%,-81.74%,257.72%,49.51,,3.56,5.33%,747604,
"GROW","U.S. Global Investors, Inc.","Financial","Asset Management",95.26,2.72,0.97%,-3.20%,-10.70%,15.06,2.10%,0.00%,33.20%,1.69%,1.43%,26.40%,-8.02%,4.21%,5.81%,0.16%,104.02%,13.62%,2.92,4.05%,-0.61%,3.90%,-4.85%,-51.28%,112.23%,50.89,,6.28,1.45%,25891,
"GROY","Gold Royalty Corp.","Basic Materials","Other Precious Metals & Mining",219.34,,,,,41.62,39.83%,0.00%,2.90%,,8.01%,,7.55%,-5.22%,15.57%,10.95%,,47.21%,,3.38%,2.40%,2.00%,6.14%,-26.13%,54.28%,56.10,2.00,5.23,-0.76%,711295,8.12
"GRPH","Graphite Bio, Inc.","Healthcare","Biotechnology",696.55,,,,,52.77,9.50%,3.62%,81.20%,1.67%,5.94%,,-7.76%,-7.90%,-40.76%,,,-36.38%,,6.79%,-6.81%,-21.69%,-37.70%,-65.71%,1.83%,36.66,1.50,11.66,-0.93%,142159,34.67
"GRPN","Groupon, Inc.","Communication Services","Internet Content & Information",786.87,8.43,,-30.60%,-13.70%,29.57,1.80%,0.00%,76.50%,6.36%,19.46%,-0.30%,2.51%,15.09%,17.97%,-40.40%,9.25%,-29.15%,2.53,5.77%,10.81%,14.48%,-29.59%,-58.82%,28.32%,60.54,3.20,26.64,-1.04%,892822,33.25
"GRTS","Gritstone bio, Inc.","Healthcare","Biotechnology",761.51,,,,,77.78,3.77%,-0.31%,57.40%,11.28%,3.15%,,0.81%,22.31%,29.49%,19.96%,305.78%,185.28%,,8.06%,2.83%,1.42%,5.50%,-69.12%,314.89%,52.82,2.00,10.87,-3.29%,1287177,19.67
"GRTX","Galera Therapeutics, Inc.","Healthcare","Biotechnology",43.18,,,,,26.30,0.20%,-6.73%,74.90%,0.14%,6.70%,,-10.64%,-78.49%,-78.43%,-78.65%,-83.53%,-83.58%,,12.13%,-11.88%,-68.87%,-79.61%,-87.07%,7.69%,21.81,1.20,1.68,0.00%,2690543,14.33
"GRU","ELEMENTS MLCX Grains TR ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,4.49%,8.52%,1.97%,3.56%,40.91%,32.29%,,2.46%,3.94%,7.06%,8.10%,-5.57%,50.48%,63.90,,4.66,0.32%,7444,
"GRUB","Just Eat Takeaway.com N.V.","Communication Services","Internet Content & Information",14207.30,,,23.01%,,778.79,,,7.90%,-15.45%,0.77%,-15.30%,-4.67%,-16.19%,-22.38%,-24.25%,-40.18%,-41.02%,,2.01%,-7.16%,-12.53%,-24.80%,-45.28%,2.05%,36.31,3.00,13.68,1.63%,1226014,106.64
"GRVI","Grove, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",73.32,34.13,,,,12.09,42.40%,0.00%,1.50%,68.08%,3.75%,8.80%,-2.66%,-20.00%,-8.08%,,,-8.57%,,9.12%,-12.12%,-8.99%,-8.30%,-47.07%,28.41%,43.69,,4.96,-3.12%,220467,
"GRVY","Gravity Co., Ltd.","Communication Services","Electronic Gaming & Multimedia",725.61,9.68,,41.60%,62.70%,6.95,59.30%,0.00%,9.80%,3.37%,4.00%,25.30%,-10.65%,-1.09%,7.32%,-23.11%,-35.20%,-48.73%,-0.08,5.28%,-11.86%,-7.01%,-20.28%,-62.23%,11.85%,39.53,,90.60,-2.23%,39202,
"GRWG","GrowGeneration Corp.","Consumer Cyclical","Home Improvement Retail",1371.44,78.73,,33.80%,123.70%,59.06,3.50%,-25.39%,51.80%,-2.82%,9.24%,,-5.64%,9.95%,-17.87%,-37.77%,-5.60%,-40.10%,2.75,6.26%,-2.38%,-9.31%,-43.56%,-67.31%,7.94%,44.62,1.60,22.15,-8.05%,2869851,36.12
"GRX","The Gabelli Healthcare & Wellness Trust","Financial","Closed-End Fund - Equity",233.45,,4.44%,,,17.28,1.46%,,30.34%,,,,-0.73%,2.04%,-0.95%,3.30%,20.84%,13.05%,,1.16%,-0.08%,0.27%,2.73%,-5.26%,21.08%,50.52,,13.50,-0.07%,33973,
"GS","The Goldman Sachs Group, Inc.","Financial","Capital Markets",134668.14,6.68,1.98%,15.30%,7.40%,348.30,0.30%,0.00%,73.30%,-0.35%,1.26%,42.80%,-0.86%,-0.31%,-0.04%,11.04%,84.78%,53.51%,1.50,1.81%,-1.83%,0.81%,9.41%,-5.41%,84.62%,47.75,2.20,403.09,-0.42%,1293923,453.84
"GSAQ","Global Synergy Acquisition Corp.","Financial","Shell Companies",317.90,,,,,32.34,,,76.00%,-0.16%,0.03%,,-0.10%,0.00%,1.24%,-0.61%,,-1.70%,,0.14%,0.26%,0.52%,0.69%,-2.48%,1.86%,58.56,,9.85,0.20%,43123,
"GSAQU","Global Synergy Acquisition Corp.","Financial","Shell Companies",,,,,,,,,35.70%,,0.00%,,-0.10%,0.20%,-0.10%,1.71%,,-1.94%,,0.36%,0.63%,0.74%,-0.31%,-6.20%,2.32%,58.49,,10.13,0.30%,6416,
"GSAT","Globalstar, Inc.","Communication Services","Telecom Services",2816.96,,,-25.70%,7.30%,1793.14,0.40%,0.00%,18.00%,1.33%,8.04%,-51.40%,-3.03%,4.58%,19.40%,15.94%,399.06%,372.53%,0.04,5.65%,-2.41%,-7.57%,3.42%,-46.98%,431.99%,46.81,2.70,1.58,-1.25%,5986597,2.52
"GSBC","Great Southern Bancorp, Inc.","Financial","Banks - Regional",781.98,10.40,2.47%,5.10%,3.40%,13.53,3.20%,-1.83%,49.40%,-1.66%,0.86%,88.90%,-0.14%,2.34%,10.03%,2.52%,28.38%,19.16%,0.91,1.64%,1.10%,4.08%,5.53%,-4.27%,28.46%,56.00,2.70,57.96,-0.53%,39898,61.33
"GSBD","Goldman Sachs BDC, Inc.","Financial","Credit Services",1936.65,5.67,9.51%,19.50%,7.90%,101.73,0.23%,0.00%,25.00%,7.14%,0.35%,68.80%,-0.94%,-0.37%,-1.25%,-2.77%,11.66%,-0.25%,1.48,1.04%,-0.06%,0.42%,-1.22%,-7.96%,12.42%,51.04,2.70,18.96,0.21%,443687,19.25
"GSEU","Goldman Sachs ActiveBeta Europe Equity ETF","Financial","Exchange Traded Fund",,,2.34%,,,,,,,,,,-0.71%,2.58%,-0.98%,2.13%,21.18%,14.23%,,0.25%,0.23%,1.58%,3.30%,-2.50%,20.77%,54.46,,37.56,-0.22%,832,
"GSEVU","Gores Holdings VII, Inc.","Financial","Shell Companies",,,,,,,,,,,0.00%,,-0.06%,0.92%,0.00%,-1.28%,,-5.66%,,0.43%,0.42%,0.58%,-0.30%,-8.00%,3.41%,55.04,,10.01,0.10%,1070,
"GSEW","Goldman Sachs Equal Weight U.S. Large Cap Equity ETF","Financial","Exchange Traded Fund",,,1.19%,,,,,,,,,,0.06%,3.92%,4.98%,11.83%,32.88%,25.13%,,0.70%,1.81%,4.36%,9.62%,-0.08%,34.13%,69.68,,72.67,0.46%,35787,
"GSG","iShares S&P GSCI Commodity-Indexed Trust","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.34%,-1.39%,13.48%,14.58%,60.58%,43.39%,,1.34%,-0.77%,2.68%,13.01%,-2.91%,59.57%,52.09,,17.68,0.00%,422803,
"GSHD","Goosehead Insurance, Inc","Financial","Insurance - Diversified",5091.51,368.15,,,,19.56,2.40%,-59.12%,99.50%,1.39%,5.39%,8.10%,-5.95%,-13.50%,3.75%,67.20%,16.63%,14.56%,0.49,5.65%,-7.60%,-10.35%,8.19%,-24.25%,76.53%,41.65,2.20,137.34,-2.60%,220326,159.00
"GSIE","Goldman Sachs ActiveBeta International Equity ETF","Financial","Exchange Traded Fund",,,1.96%,,,,,,,,,,-0.53%,1.94%,0.45%,2.79%,18.84%,12.13%,,0.54%,0.19%,1.04%,2.81%,-2.25%,18.08%,53.71,,35.66,-0.31%,346153,
"GSIT","GSI Technology, Inc.","Technology","Semiconductors",147.80,,,-56.70%,-12.10%,24.23,0.70%,-15.03%,27.60%,2.17%,1.07%,-62.00%,5.54%,20.79%,14.02%,4.54%,-1.77%,-17.57%,0.76,4.84%,10.12%,11.00%,-0.64%,-27.71%,27.66%,63.67,,6.00,-1.64%,59638,
"GSJY","Goldman Sachs ActiveBeta Japan Equity ETF","Financial","Exchange Traded Fund",,,1.46%,,,,,,,,,,-0.33%,0.73%,2.00%,4.87%,10.35%,2.82%,,0.17%,0.70%,-1.04%,0.59%,-6.47%,8.23%,51.81,,38.23,-0.17%,834,
"GSK","GlaxoSmithKline plc","Healthcare","Drug Manufacturers - General",106731.78,18.91,5.03%,-7.90%,7.30%,2503.50,0.20%,0.00%,13.00%,-0.06%,0.63%,19.10%,0.94%,10.66%,1.98%,9.13%,12.72%,17.31%,0.73,1.01%,1.47%,5.89%,9.61%,-2.66%,26.60%,58.42,2.00,42.45,-1.67%,6775673,47.02
"GSKY","GreenSky, Inc.","Technology","Software - Infrastructure",2196.09,22.08,,-19.80%,24.80%,75.67,5.10%,-10.32%,59.70%,-3.81%,7.75%,30.40%,-1.07%,-0.08%,50.44%,101.17%,228.49%,158.96%,1.43,1.91%,-1.62%,5.10%,57.89%,-5.46%,248.10%,53.01,2.90,11.94,-0.42%,828175,8.25
"GSL","Global Ship Lease, Inc.","Industrials","Marine Shipping",892.51,10.63,4.04%,19.70%,11.40%,36.31,79.00%,0.00%,49.20%,-19.73%,4.49%,44.00%,3.04%,12.26%,30.71%,49.97%,218.28%,107.99%,1.80,5.10%,-2.12%,0.03%,29.26%,-11.17%,192.91%,48.07,1.50,23.55,-4.77%,1013125,29.00
"GSLC","Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF","Financial","Exchange Traded Fund",,,1.05%,,,,,,,,,,0.07%,5.23%,5.00%,14.61%,30.03%,23.98%,,0.68%,2.23%,4.90%,10.76%,0.21%,32.08%,72.27,,94.29,0.48%,263358,
"GSM","Ferroglobe PLC","Basic Materials","Other Industrial Metals & Mining",1270.58,,,-26.80%,-2.80%,169.30,51.23%,0.00%,25.60%,-6.15%,1.12%,-12.20%,-5.42%,-11.57%,17.04%,46.87%,930.30%,314.63%,2.71,5.74%,-7.88%,-16.99%,16.63%,-42.49%,918.90%,39.26,3.00,6.47,-4.85%,2834545,
"GSMG","Glory Star New Media Group Holdings Limited","Communication Services","Entertainment",109.73,9.16,,,,53.84,63.49%,0.00%,0.60%,14.78%,1.31%,,-2.98%,-5.78%,4.49%,-55.83%,-37.31%,-40.73%,,7.96%,-6.40%,-11.91%,-42.51%,-66.46%,27.34%,42.68,2.00,1.63,0.00%,198575,7.50
"GSP","iPath S&P GSCI Total Return Index ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.23%,-1.70%,16.63%,17.83%,82.32%,57.27%,,1.32%,-0.85%,3.24%,16.03%,-3.12%,80.26%,52.37,,17.32,0.02%,1481,
"GSQD","G Squared Ascend I Inc.","Financial","Shell Companies",278.32,,,,,43.12,,,89.70%,5.66%,0.11%,,0.20%,0.81%,1.53%,1.95%,,1.33%,,0.33%,0.12%,0.63%,0.99%,-1.10%,9.26%,55.58,,9.91,-0.30%,6086,
"GSS","Golden Star Resources Ltd.","Basic Materials","Gold",514.72,,,15.20%,1.30%,115.10,33.06%,0.00%,61.40%,-4.99%,0.69%,15.00%,1.35%,36.36%,63.04%,6.53%,-4.82%,1.08%,1.02,4.32%,11.75%,31.73%,24.08%,-12.47%,82.35%,82.03,2.20,3.72,-0.80%,2577399,4.28
"GSSC","Goldman Sachs ActiveBeta U.S. Small Cap Equity ETF","Financial","Exchange Traded Fund",,,0.74%,,,,,,,,,,-0.65%,7.24%,11.55%,11.59%,44.55%,29.17%,,1.16%,3.50%,7.15%,9.88%,-1.15%,44.22%,69.49,,70.22,0.43%,30439,
"GSST","Goldman Sachs Access Ultra Short Bond ETF","Financial","Exchange Traded Fund",,,0.77%,,,,,,,,,,-0.12%,-0.13%,-0.25%,-0.32%,-0.33%,-0.43%,,0.04%,-0.05%,-0.10%,-0.24%,-1.04%,1.52%,43.26,,50.60,0.04%,21096,
"GSV","Gold Standard Ventures Corp","Basic Materials","Gold",245.10,,,1.90%,,357.97,7.36%,0.00%,54.91%,,1.24%,,8.00%,14.31%,14.16%,-11.82%,-22.50%,-25.39%,0.81,4.72%,8.80%,12.40%,-5.41%,-45.56%,23.80%,66.28,2.00,0.53,-1.76%,585551,
"GSY","Invesco Ultra Short Duration ETF","Financial","Exchange Traded Fund",,,0.77%,,,,,,,,,,-0.12%,-0.16%,-0.24%,-0.28%,-0.42%,-0.43%,,0.04%,-0.03%,-0.12%,-0.22%,-0.45%,0.02%,40.98,,50.37,0.02%,234459,
"GT","The Goodyear Tire & Rubber Company","Consumer Cyclical","Auto Parts",6377.81,21.63,,-46.60%,-5.60%,283.00,0.10%,-12.91%,85.50%,0.66%,2.59%,4.50%,-1.39%,20.81%,44.32%,16.06%,127.83%,108.62%,2.01,4.55%,8.88%,21.16%,31.67%,-7.15%,132.26%,62.90,2.20,23.11,1.54%,3193110,23.57
"GTACU","Global Technology Acquisition Corp. I","Financial","Shell Companies",,,,,,,,,,,,,0.50%,,,,,0.60%,,,0.69%,0.69%,0.69%,-0.39%,1.20%,,,10.15,0.50%,325,
"GTBP","GT Biopharma, Inc.","Healthcare","Biotechnology",146.91,,,,,31.38,21.33%,0.08%,26.10%,-2.76%,3.18%,,-11.85%,-18.84%,-41.82%,-62.66%,58.26%,-31.88%,0.40,9.03%,-19.50%,-25.08%,-49.05%,-74.66%,96.08%,32.55,2.00,5.00,1.83%,347833,25.33
"GTE","Gran Tierra Energy Inc.","Energy","Oil & Gas E&P",402.59,,,-26.57%,,366.99,2.29%,-24.65%,20.95%,,0.10%,,0.47%,-0.34%,78.26%,33.84%,309.94%,140.24%,2.72,6.93%,-2.50%,8.75%,19.95%,-30.08%,297.41%,50.39,,0.86,-1.60%,2046535,1.35
"GTEC","Greenland Technologies Holding Corporation","Industrials","Specialty Industrial Machinery",65.31,5.91,,,,10.81,60.82%,-8.49%,0.60%,,0.86%,12.10%,-2.52%,-3.33%,-18.54%,-23.98%,-4.92%,-19.89%,,4.60%,-3.43%,-7.63%,-31.77%,-78.54%,26.00%,42.78,2.00,5.67,-2.24%,34298,14.00
"GTEK","Goldman Sachs Future Tech Leade","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.36%,5.87%,,,,3.55%,,1.15%,3.23%,5.74%,5.74%,-0.21%,13.73%,65.11,,42.32,0.79%,75794,
"GTES","Gates Industrial Corporation plc","Industrials","Specialty Industrial Machinery",4851.58,19.09,,25.50%,0.30%,291.86,0.23%,-98.83%,,2.77%,0.28%,14.30%,-3.27%,0.85%,2.22%,-4.27%,30.12%,30.02%,1.71,2.57%,-1.27%,0.54%,-1.14%,-11.46%,35.90%,47.95,1.90,16.77,1.08%,377391,21.73
"GTH","Genetron Holdings Limited","Healthcare","Diagnostics & Research",1121.68,,,,,91.98,16.03%,0.00%,23.80%,10.03%,1.78%,-74.70%,-9.50%,-6.98%,2.18%,-35.62%,7.74%,-9.50%,,5.16%,-2.32%,-5.76%,-28.38%,-57.83%,19.23%,46.53,1.70,13.30,4.97%,210549,20.58
"GTHX","G1 Therapeutics, Inc.","Healthcare","Biotechnology",623.26,,,-27.10%,144.10%,42.38,0.60%,-21.48%,77.90%,10.76%,22.92%,,-5.19%,14.41%,3.03%,-31.38%,14.32%,-18.79%,2.14,6.00%,-2.50%,0.18%,-26.78%,-61.56%,18.95%,46.95,1.70,14.25,-2.46%,715469,41.00
"GTIM","Good Times Restaurants Inc.","Consumer Cyclical","Restaurants",63.34,3.74,,-40.18%,20.10%,12.79,15.40%,-3.06%,10.90%,-0.07%,1.09%,16.00%,-2.19%,-2.77%,11.85%,15.53%,258.32%,72.28%,2.21,4.36%,0.28%,-2.79%,11.89%,-22.02%,273.48%,47.13,2.00,4.93,0.41%,31527,
"GTIP","Goldman Sachs Access Inflation Protected USD Bond ETF","Financial","Exchange Traded Fund",,,1.64%,,,,,,,,,,0.24%,1.51%,1.17%,2.36%,4.76%,2.82%,,0.36%,0.71%,1.19%,2.19%,-0.86%,5.75%,60.45,,58.92,-0.15%,53531,
"GTLB","GitLab Inc.","Technology","Software - Application",16711.89,,,,,139.79,,,27.11%,,7.68%,,-8.66%,3.96%,,,,15.07%,,8.31%,3.53%,4.61%,4.61%,-11.22%,30.63%,,,121.63,1.74%,301814,126.17
"GTLS","Chart Industries, Inc.","Industrials","Specialty Industrial Machinery",6978.16,91.63,,18.00%,2.50%,36.35,0.40%,-1.53%,,0.06%,10.67%,7.60%,-1.49%,6.25%,15.55%,27.35%,106.20%,63.83%,1.60,3.28%,6.03%,2.86%,20.39%,-6.13%,110.40%,58.88,1.80,193.64,0.34%,155901,204.33
"GTN","Gray Television, Inc.","Communication Services","Broadcasting",2297.10,9.79,1.36%,45.30%,31.90%,95.00,1.20%,-7.87%,85.80%,-1.13%,3.42%,24.80%,2.21%,2.39%,7.88%,8.87%,38.18%,31.69%,1.91,2.81%,-3.61%,-1.15%,5.14%,-10.14%,39.14%,44.39,1.40,22.68,-3.74%,588355,28.86
"GTO","Invesco Total Return Bond ETF","Financial","Exchange Traded Fund",,,1.77%,,,,,,,,,,-0.72%,-0.35%,-1.78%,-0.09%,-1.10%,-2.18%,,0.26%,-0.35%,-0.82%,-0.80%,-2.61%,1.17%,39.46,,56.40,-0.02%,160203,
"GTS","Triple-S Management Corporation","Healthcare","Healthcare Plans",854.07,10.32,,8.40%,4.90%,23.49,0.50%,0.00%,83.40%,6.19%,1.58%,2.70%,0.42%,2.23%,49.27%,41.81%,56.94%,67.45%,0.72,0.83%,0.48%,0.88%,28.03%,-2.04%,70.70%,59.49,,35.59,-0.45%,59892,
"GTX","Garrett Motion Inc.","Consumer Cyclical","Auto Parts",512.91,11.53,,-21.10%,0.90%,65.06,2.00%,-51.70%,83.00%,2.82%,4.25%,14.80%,10.45%,9.37%,4.27%,21.62%,82.28%,76.52%,,4.19%,12.38%,12.32%,18.96%,-8.99%,98.04%,70.38,2.00,8.10,3.58%,811921,15.00
"GTXAP","Garrett Motion Inc.","Consumer Cyclical","Auto Parts",,,,,,,,,91.15%,,0.03%,,3.86%,2.33%,1.21%,,,-10.22%,,2.37%,8.30%,7.92%,5.90%,-10.56%,17.05%,72.79,,8.72,4.43%,180198,15.00
"GTY","Getty Realty Corp.","Real Estate","REIT - Retail",1477.20,18.33,4.85%,6.70%,5.90%,44.95,14.73%,0.00%,71.70%,1.00%,1.98%,45.50%,-1.95%,1.61%,1.93%,8.09%,12.99%,16.88%,0.85,1.87%,-1.45%,2.44%,3.78%,-6.69%,23.05%,48.04,2.20,31.92,-0.84%,217388,34.79
"GTYH","GTY Technology Holdings Inc.","Technology","Software - Application",441.56,,,,,57.54,2.10%,-15.43%,45.70%,1.75%,2.85%,-67.80%,0.92%,-1.29%,10.07%,18.42%,153.31%,47.68%,0.14,4.15%,0.53%,1.99%,9.94%,-8.09%,145.48%,51.12,2.00,7.61,-0.52%,42178,9.67
"GUNR","FlexShares Morningstar Global Upstream Natural Resources Index Fund","Financial","Exchange Traded Fund",,,2.47%,,,,,,,,,,0.43%,-0.20%,5.61%,-1.72%,32.11%,20.87%,,1.00%,0.11%,2.95%,3.80%,-4.26%,31.02%,54.74,,39.15,-0.46%,738549,
"GURE","Gulf Resources, Inc.","Basic Materials","Specialty Chemicals",69.14,,,-17.50%,-29.50%,10.47,37.10%,0.00%,6.00%,,0.16%,-19.50%,17.34%,16.32%,48.56%,-1.47%,36.73%,62.62%,0.56,7.03%,15.23%,29.43%,25.31%,-14.28%,74.60%,73.32,,6.63,-0.97%,23768,
"GURU","Global X Guru Index ETF","Financial","Exchange Traded Fund",,,1.85%,,,,,,,,,,-1.18%,0.05%,3.40%,8.05%,20.84%,14.92%,,0.81%,0.07%,1.33%,4.94%,-1.39%,21.35%,53.31,,50.61,0.53%,5553,
"GUSH","Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 2X Shares","Financial","Exchange Traded Fund",,,0.07%,,,,,,,,,,-6.24%,4.55%,89.57%,40.36%,314.03%,197.64%,,6.16%,-1.49%,13.18%,39.14%,-9.34%,292.67%,52.89,,112.42,-1.05%,1311497,
"GUT","The Gabelli Utility Trust","Financial","Closed-End Fund - Equity",445.05,,7.34%,,,54.47,1.28%,0.00%,7.90%,,,,0.49%,2.25%,1.11%,10.70%,6.80%,0.62%,,1.51%,0.25%,1.50%,4.99%,-1.81%,21.73%,53.18,,8.15,-0.24%,71723,
"GVA","Granite Construction Incorporated","Industrials","Engineering & Construction",1914.43,70.27,1.24%,-32.60%,8.50%,45.82,0.60%,0.00%,,2.09%,7.05%,0.90%,-0.99%,7.11%,6.87%,7.08%,84.54%,57.32%,1.42,3.52%,5.23%,5.55%,8.19%,-5.12%,86.68%,59.85,2.70,42.04,0.05%,200128,47.00
"GVAL","Cambria Global Value ETF","Financial","Exchange Traded Fund",,,2.72%,,,,,,,,,,-2.49%,-0.75%,1.76%,0.47%,27.87%,11.93%,,0.67%,-2.36%,-1.26%,1.59%,-4.57%,25.11%,38.01,,23.62,-1.30%,10288,
"GVI","iShares Intermediate Government/Credit Bond ETF","Financial","Exchange Traded Fund",,,1.65%,,,,,,,,,,-0.60%,-0.56%,-1.74%,-1.22%,-2.86%,-3.13%,,0.23%,-0.40%,-0.88%,-1.41%,-3.46%,-0.02%,36.49,,113.92,-0.04%,156192,
"GVIP","Goldman Sachs Hedge Industry VIP ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.20%,3.18%,4.89%,11.08%,27.18%,15.67%,,0.90%,2.24%,3.94%,6.72%,-0.06%,28.21%,64.02,,106.28,0.76%,3834,
"GVP","GSE Systems, Inc.","Technology","Software - Application",31.53,,,-14.40%,0.30%,20.65,9.00%,-0.79%,34.30%,0.04%,0.46%,-9.80%,0.67%,-0.66%,23.27%,7.86%,45.19%,14.39%,1.12,5.22%,7.15%,10.83%,0.35%,-43.57%,58.00%,63.61,2.00,1.58,4.64%,434761,
"GWB","Great Western Bancorp, Inc.","Financial","Banks - Regional",2002.49,9.86,0.55%,-53.30%,6.30%,55.21,0.50%,0.00%,,2.45%,2.61%,88.80%,-0.17%,9.39%,15.11%,8.44%,114.74%,72.82%,1.19,2.14%,3.95%,9.84%,14.58%,-0.63%,126.02%,65.61,2.70,36.39,0.75%,189820,35.00
