"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"HUBS","HubSpot, Inc.","Technology","Software - Application",38957.61,,,-6.50%,37.20%,47.04,5.00%,-4.97%,92.50%,-0.08%,2.43%,-5.00%,3.01%,-0.41%,17.89%,66.95%,104.63%,103.54%,1.67,4.37%,-6.09%,-0.73%,25.75%,-11.59%,23.09%,-11.59%,120.15%,44.57,1.90,765.64,-5.11%,667712,846.91
"HUDI","Huadi International Group Co., Ltd.","Basic Materials","Steel",231.35,68.40,,,,11.04,76.19%,0.00%,0.20%,-27.53%,12.20%,,-6.49%,1.68%,329.83%,260.25%,,146.56%,,18.90%,-21.60%,19.18%,132.81%,-53.61%,461.36%,-53.61%,485.16%,45.81,,16.56,-5.80%,49503,
"HUGE","FSD Pharma Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",60.65,,,,,36.30,13.60%,0.00%,3.02%,,2.33%,,-11.76%,-13.67%,-34.43%,-34.78%,-43.93%,-23.08%,1.07,5.47%,-19.62%,-20.46%,-31.69%,-31.18%,-1.69%,-73.65%,-1.69%,27.53,,1.17,-2.50%,255393,
"HUGS","USHG Acquisition Corp.","Financial","Shell Companies",,,,,,,,,36.24%,,0.01%,,0.10%,6.25%,7.46%,6.14%,,4.19%,,1.45%,0.64%,3.73%,5.16%,-5.67%,6.83%,-5.67%,7.50%,60.37,,10.32,-0.48%,232077,
"HUIZ","Huize Holding Limited","Financial","Insurance Brokers",97.40,,,,,51.92,2.70%,0.00%,13.80%,-9.80%,1.97%,-3.90%,-5.36%,-21.67%,-42.18%,-75.46%,-78.34%,-77.29%,,7.54%,-18.77%,-27.81%,-70.84%,-40.80%,-4.52%,-89.31%,-4.52%,30.94,1.50,1.48,-6.92%,174931,6.24
"HUM","Humana Inc.","Healthcare","Healthcare Plans",55326.17,20.27,0.67%,24.60%,7.30%,128.52,0.10%,-29.37%,95.00%,0.33%,4.11%,3.40%,-2.93%,-9.38%,3.52%,-2.14%,4.79%,2.30%,0.90,2.32%,-5.65%,-3.23%,-2.24%,-11.09%,9.36%,-12.16%,12.80%,33.72,2.10,417.62,-0.50%,622124,504.70
"HUMA","Humacyte, Inc.","Healthcare","Biotechnology",1170.51,,,,,43.95,39.70%,0.01%,7.80%,97.60%,,,2.17%,19.01%,-25.92%,8.30%,,6.49%,,9.98%,3.33%,3.27%,1.74%,-24.09%,28.46%,-36.62%,28.46%,53.58,2.00,11.06,2.12%,537161,17.83
"HUN","Huntsman Corporation","Basic Materials","Chemicals",7078.91,8.84,2.37%,-6.20%,-5.90%,219.40,0.30%,-5.99%,86.70%,1.53%,1.48%,12.10%,-3.74%,-2.73%,19.90%,10.77%,27.94%,26.05%,1.27,2.16%,-6.27%,-2.30%,8.78%,-9.78%,24.30%,-9.78%,29.07%,36.48,2.00,31.10,-1.86%,2353677,40.00
"HURC","Hurco Companies, Inc.","Industrials","Specialty Industrial Machinery",198.26,191.91,1.86%,-18.90%,-4.90%,6.60,2.30%,0.00%,77.20%,0.06%,0.33%,0.70%,-5.93%,-7.15%,-9.71%,-12.26%,1.07%,0.43%,0.49,3.56%,-10.53%,-10.37%,-12.99%,-16.14%,-2.40%,-24.41%,2.62%,26.32,,29.35,-2.59%,88176,
"HURN","Huron Consulting Group Inc.","Industrials","Consulting Services",1002.44,38.52,,-19.10%,2.50%,21.24,1.00%,-13.62%,97.50%,-1.17%,1.55%,3.50%,-10.62%,-8.91%,-7.45%,-13.14%,3.68%,-22.49%,0.85,4.18%,-13.07%,-12.55%,-13.39%,-19.05%,0.07%,-28.21%,3.68%,26.93,1.40,44.50,-2.60%,134880,70.00
"HUSA","Houston American Energy Corp.","Energy","Oil & Gas E&P",16.30,,,7.70%,5.20%,9.93,8.60%,1.73%,5.40%,32.29%,6.17%,,-0.61%,-9.39%,-9.89%,-9.39%,3.14%,-6.29%,0.07,5.93%,-13.09%,-21.16%,-17.71%,-44.09%,3.31%,-56.06%,11.43%,30.43,,1.56,-4.88%,134055,
"HUSN","Hudson Capital Inc.","Financial","Capital Markets",15.71,,,-25.90%,,6.41,39.15%,0.00%,10.10%,,1.80%,,2.80%,-2.65%,-18.82%,-31.25%,-9.09%,-39.23%,2.14,4.12%,-2.87%,-5.35%,-24.87%,-18.22%,8.91%,-55.56%,8.91%,44.29,,2.20,0.00%,37558,
"HUSV","First Trust Horizon Managed Volatility Domestic ETF","Financial","Exchange Traded Fund",,,1.42%,,,,,,,,,,-2.79%,-1.61%,-1.51%,4.00%,15.88%,14.43%,,0.52%,-2.79%,-1.04%,2.92%,-3.91%,3.46%,-3.91%,19.77%,36.17,,32.90,-0.48%,6199,
"HUT","Hut 8 Mining Corp.","Financial","Capital Markets",2386.14,22.15,,16.10%,,146.49,15.23%,0.00%,12.90%,,2.16%,34.00%,-2.90%,-10.07%,53.31%,183.86%,736.81%,338.18%,2.58,9.53%,-15.02%,-0.94%,55.59%,-28.91%,55.61%,-28.91%,951.69%,43.17,,11.78,-2.24%,10886113,
"HUYA","HUYA Inc.","Communication Services","Entertainment",2052.97,11.53,,,,238.35,2.37%,0.00%,81.00%,-6.52%,32.01%,5.30%,3.86%,4.74%,-19.46%,-43.09%,-58.39%,-56.80%,0.79,6.30%,-9.28%,-9.48%,-46.14%,-22.19%,6.13%,-78.09%,6.13%,41.17,2.30,7.96,-7.55%,3249876,11.29
"HVT","Haverty Furniture Companies, Inc.","Consumer Cyclical","Home Improvement Retail",575.17,6.39,3.34%,22.80%,-1.50%,19.85,0.10%,-14.63%,93.40%,-2.10%,11.31%,11.90%,-7.37%,10.74%,-10.80%,-32.33%,16.76%,14.86%,1.43,4.08%,-6.48%,-6.88%,-18.40%,-16.35%,15.57%,-40.80%,27.51%,38.78,2.00,29.44,-1.57%,242742,64.00
"HWBK","Hawthorn Bancshares, Inc.","Financial","Banks - Regional",168.16,7.58,2.43%,11.10%,6.60%,6.62,6.33%,1.70%,32.10%,1.21%,0.31%,90.20%,0.69%,3.17%,8.18%,7.88%,16.91%,17.44%,0.53,2.39%,-3.76%,-0.29%,6.47%,-8.48%,7.58%,-8.48%,37.27%,42.54,,23.85,-3.56%,25847,
"HWC","Hancock Whitney Corporation","Financial","Banks - Regional",4204.64,9.83,2.26%,-18.40%,9.30%,86.83,0.60%,-3.35%,78.90%,-0.27%,1.45%,99.10%,-7.60%,-3.44%,3.96%,-3.59%,70.10%,40.45%,1.61,2.52%,-9.59%,-5.98%,1.94%,-12.87%,10.66%,-12.87%,65.17%,33.53,1.90,46.71,-2.24%,520209,57.33
"HWKN","Hawkins, Inc.","Basic Materials","Specialty Chemicals",714.37,14.71,1.57%,35.00%,7.60%,20.99,3.10%,0.00%,62.40%,-0.97%,0.94%,9.70%,-7.58%,-9.52%,-12.41%,-1.81%,32.24%,26.86%,0.84,2.84%,-8.69%,-9.27%,-3.98%,-14.98%,0.84%,-16.84%,34.61%,30.44,2.00,33.04,-0.42%,57673,44.00
"HWM","Howmet Aerospace Inc.","Industrials","Specialty Industrial Machinery",12471.72,43.28,0.28%,23.60%,-15.80%,429.00,0.50%,-0.29%,91.30%,-1.05%,1.73%,13.80%,-7.10%,-5.25%,-11.40%,-20.56%,19.91%,-1.44%,1.84,3.08%,-11.94%,-12.04%,-14.45%,-19.00%,-1.33%,-23.92%,19.64%,29.42,2.10,27.41,-2.56%,3684738,38.70
"HX","Xiaobai Maimai Inc.","Financial","Credit Services",51.45,,,-36.70%,-31.80%,16.26,,,2.30%,3.62%,2.40%,,3.51%,-30.26%,63.06%,87.90%,23.95%,19.43%,1.39,11.41%,-25.10%,-34.39%,16.97%,-88.12%,64.20%,-88.12%,116.26%,41.04,,2.66,-9.83%,266188,
"HXL","Hexcel Corporation","Industrials","Aerospace & Defense",4557.41,,,-31.20%,-4.20%,84.10,0.40%,-13.75%,,2.32%,7.33%,0.70%,-12.54%,-9.45%,-9.40%,-14.21%,3.76%,5.96%,1.39,3.33%,-17.63%,-17.84%,-15.38%,-23.57%,-2.90%,-24.54%,14.29%,24.05,2.90,49.04,-4.55%,730104,59.32
"HY","Hyster-Yale Materials Handling, Inc.","Industrials","Farm & Heavy Construction Machinery",661.92,,3.29%,-13.50%,1.80%,16.82,0.70%,-2.07%,61.10%,-0.93%,3.59%,-1.10%,-4.41%,-18.28%,-33.01%,-47.72%,-28.67%,-34.07%,1.07,4.41%,-13.40%,-21.06%,-45.27%,-33.54%,-2.53%,-63.72%,-2.53%,24.00,3.00,37.07,-5.58%,86010,67.50
"HYB","The New America High Income Fund Inc.","Financial","Closed-End Fund - Debt",220.37,21.93,6.36%,,,23.37,0.27%,0.00%,26.58%,,,,-2.68%,-7.73%,-0.95%,2.17%,10.69%,8.64%,,1.36%,-5.04%,-5.12%,-0.42%,-10.63%,-0.74%,-10.63%,11.46%,25.74,,9.33,-1.06%,66893,
"HYD","VanEck Vectors High Yield Muni ETF","Financial","Exchange Traded Fund",,,3.69%,,,,,,,,,,0.19%,0.52%,-1.73%,-0.95%,2.48%,1.41%,,0.22%,0.16%,0.21%,-0.57%,-1.20%,1.14%,-2.53%,2.90%,55.26,,62.36,-0.08%,727924,
"HYDB","iShares Edge High Yield Defensive Bond ETF","Financial","Exchange Traded Fund",,,5.47%,,,,,,,,,,-0.93%,-1.62%,-2.29%,-1.33%,0.14%,-0.81%,,0.34%,-1.52%,-1.74%,-1.82%,-2.90%,-0.10%,-2.90%,0.33%,25.56,,50.64,-0.36%,14998,
"HYDW","Xtrackers Low Beta High Yield Bond ETF","Financial","Exchange Traded Fund",,,4.10%,,,,,,,,,,-0.48%,-1.09%,-2.07%,-1.01%,-0.83%,-1.69%,,0.14%,-1.01%,-1.28%,-1.41%,-2.35%,0.08%,-2.43%,0.35%,30.05,,49.89,-0.22%,1703,
"HYEM","VanEck Vectors Emerging Markets High Yield Bond ETF","Financial","Exchange Traded Fund",,,5.31%,,,,,,,,,,-1.24%,-2.63%,-6.28%,-6.32%,-4.88%,-6.95%,,0.57%,-1.54%,-2.69%,-5.50%,-5.41%,0.36%,-7.73%,0.36%,32.63,,22.19,-0.22%,413397,
"HYFM","Hydrofarm Holdings Group, Inc.","Industrials","Farm & Heavy Construction Machinery",1456.29,129.41,,,,43.76,5.00%,-0.07%,59.00%,24.23%,9.15%,-0.30%,-9.93%,0.09%,-34.73%,-45.71%,,-37.24%,,7.33%,-23.89%,-22.13%,-43.75%,-35.08%,-6.65%,-69.40%,-6.65%,28.18,1.70,29.22,-11.45%,1218669,53.80
"HYG","iShares iBoxx $ High Yield Corporate Bond ETF","Financial","Exchange Traded Fund",,,4.54%,,,,,,,,,,-0.68%,-1.48%,-2.78%,-1.86%,-0.79%,-1.90%,,0.33%,-1.47%,-1.85%,-2.15%,-3.16%,0.04%,-3.16%,0.04%,30.29,,85.37,-0.32%,40476119,
"HYGH","iShares Interest Rate Hedged High Yield Bond ETF","Financial","Exchange Traded Fund",,,3.82%,,,,,,,,,,-1.06%,-1.40%,-1.57%,-1.10%,1.27%,0.16%,,0.26%,-1.18%,-1.33%,-1.13%,-2.00%,0.29%,-2.24%,1.20%,33.45,,86.50,0.02%,2724,
"HYGV","FlexShares High Yield Value-Scored Bond Index Fund","Financial","Exchange Traded Fund",,,6.12%,,,,,,,,,,-0.92%,-1.93%,-2.76%,-1.84%,0.59%,-0.94%,,0.34%,-1.73%,-2.11%,-2.27%,-3.44%,0.00%,-3.44%,0.56%,27.39,,48.50,-0.33%,51025,
"HYHG","ProShares High Yield-Interest Rate Hedged","Financial","Exchange Traded Fund",,,4.93%,,,,,,,,,,-1.54%,-1.95%,-1.89%,-1.47%,-0.08%,-0.61%,,0.55%,-2.16%,-2.32%,-2.23%,-3.22%,-0.19%,-4.98%,-0.19%,29.65,,61.31,-0.66%,10400,
"HYI","Western Asset High Yield Defined Opportunity Fund Inc.","Financial","Asset Management",346.79,,7.38%,,,22.65,,,38.77%,,,,-1.67%,-4.43%,-2.55%,-1.29%,0.59%,-0.71%,,1.28%,-5.09%,-5.22%,-3.76%,-9.86%,-1.32%,-9.86%,0.40%,24.34,,15.00,-2.02%,106537,
"HYLB","Xtrackers USD High Yield Corporate Bond ETF","Financial","Exchange Traded Fund",,,4.90%,,,,,,,,,,-0.71%,-1.61%,-2.88%,-2.03%,-0.67%,-2.23%,,0.32%,-1.50%,-1.91%,-2.33%,-3.19%,-0.05%,-3.25%,-0.05%,28.60,,39.05,-0.33%,2602763,
"HYLD","High Yield ETF","Financial","Exchange Traded Fund",,,7.40%,,,,,,,,,,-1.32%,-1.54%,-2.49%,-2.90%,-0.38%,-1.35%,,0.50%,-1.18%,-1.55%,-2.47%,-2.72%,2.07%,-3.99%,2.07%,28.14,,31.49,0.06%,19777,
"HYLN","Hyliion Holdings Corp.","Consumer Cyclical","Auto Parts",1178.95,2.56,,,,172.99,23.60%,-3.96%,27.80%,-3.58%,10.56%,,-3.21%,-18.05%,-24.92%,-43.57%,-66.98%,-59.77%,,5.49%,-16.20%,-18.51%,-36.81%,-33.90%,0.87%,-71.46%,0.87%,30.32,3.00,6.35,-4.22%,3300179,7.30
"HYLS","First Trust Tactical High Yield ETF","Financial","Exchange Traded Fund",,,5.48%,,,,,,,,,,-1.01%,-1.53%,-2.67%,-3.05%,-2.69%,-3.30%,,0.35%,-1.16%,-1.62%,-2.59%,-2.84%,1.01%,-4.36%,1.01%,31.15,,47.14,0.06%,434931,
"HYLV","IQ S&P High Yield Low Volatility Bond ETF","Financial","Exchange Traded Fund",,,3.72%,,,,,,,,,,-0.51%,-1.20%,-2.55%,-1.16%,-2.39%,-2.89%,,0.26%,-1.05%,-1.41%,-1.73%,-2.82%,0.35%,-3.49%,0.45%,32.37,,24.64,-0.24%,1585,
"HYMB","SPDR Nuveen Bloomberg Barclays High Yield Municipal Bond ETF","Financial","Exchange Traded Fund",,,3.37%,,,,,,,,,,0.13%,0.74%,-1.35%,-0.38%,3.25%,1.68%,,0.16%,0.28%,0.39%,-0.09%,-0.91%,1.21%,-1.95%,3.77%,63.06,,59.99,0.02%,337596,
"HYMC","Hycroft Mining Holding Corporation","Basic Materials","Gold",44.18,,,,,60.11,1.30%,-87.22%,89.40%,-3.19%,3.20%,-51.00%,3.08%,-54.80%,-61.12%,-81.24%,-90.38%,-90.44%,-0.01,10.95%,-32.41%,-48.72%,-76.35%,-62.85%,12.02%,-91.76%,12.02%,26.51,1.50,0.73,-2.97%,222506,13.00
"HYMCL","Hycroft Mining Holding Corporation","Basic Materials","Gold",,,,,,,,,,,,,-0.33%,-65.85%,-73.40%,-85.05%,,-93.88%,,36.37%,-43.52%,-61.25%,-85.01%,-78.25%,43.05%,-94.24%,43.05%,35.06,,0.12,-3.60%,9451,
"HYRE","HyreCar Inc.","Industrials","Rental & Leasing Services",111.57,,,,286.40%,21.22,5.50%,-35.33%,68.00%,-7.44%,9.03%,-84.70%,-6.36%,-21.94%,-52.85%,-67.68%,-25.25%,-25.77%,2.65,10.21%,-25.89%,-34.16%,-60.99%,-50.92%,-5.16%,-80.26%,-5.16%,25.61,2.20,4.78,-9.81%,352858,16.30
"HYS","PIMCO 0-5 Year High Yield Corporate Bond Index ETF","Financial","Exchange Traded Fund",,,4.36%,,,,,,,,,,-0.70%,-1.28%,-1.78%,-1.58%,0.68%,-0.48%,,0.26%,-1.25%,-1.51%,-1.64%,-2.29%,-0.13%,-2.71%,0.59%,28.09,,97.44,-0.32%,186998,
"HYT","BlackRock Corporate High Yield Fund, Inc.","Financial","Closed-End Fund - Debt",1476.26,12.41,7.68%,,,121.90,0.02%,0.00%,26.26%,,,,-0.33%,-0.49%,-3.89%,-0.16%,4.85%,5.95%,,0.78%,-1.66%,-1.35%,-0.48%,-3.45%,0.58%,-5.04%,9.55%,37.33,,12.05,-0.50%,297402,
"HYW","Hywin Holdings Ltd.","Financial","Asset Management",165.89,4.71,,,,16.76,,,0.80%,-3.04%,0.04%,,-0.34%,-5.10%,-13.14%,-20.24%,,-39.90%,,3.75%,-3.39%,-6.05%,-17.34%,-11.13%,8.90%,-48.89%,8.90%,36.04,2.00,5.75,-3.36%,44358,14.00
"HYXU","iShares International High Yield Bond ETF","Financial","Exchange Traded Fund",,,1.48%,,,,,,,,,,-0.22%,-2.61%,-5.23%,-7.89%,-4.24%,-5.71%,,0.36%,-1.45%,-2.54%,-4.76%,-4.95%,1.08%,-7.88%,1.08%,34.72,,53.40,0.15%,2401,
"HYZD","WisdomTree Interest Rate Hedged High Yield Bond Fund","Financial","Exchange Traded Fund",,,4.50%,,,,,,,,,,-1.76%,-1.85%,-1.98%,-1.47%,1.30%,-0.14%,,0.61%,-1.51%,-1.73%,-1.55%,-5.22%,0.32%,-5.22%,1.30%,22.45,,21.81,0.09%,78068,
"HYZN","Hyzon Motors Inc.","Consumer Cyclical","Auto Manufacturers",1728.17,,,,,234.46,0.80%,10.03%,12.20%,299.85%,6.31%,,-7.78%,45.68%,-19.51%,-24.85%,,-28.40%,,10.40%,-2.95%,1.84%,-25.30%,-33.24%,34.97%,-65.56%,34.97%,47.27,1.70,6.87,-9.49%,2704448,14.83
"HZN","Horizon Global Corporation","Consumer Cyclical","Auto Parts",188.36,,,-38.30%,2.80%,27.29,4.20%,6.10%,53.60%,1.31%,1.20%,1.20%,-1.82%,-5.53%,-9.55%,-28.83%,-3.44%,-18.39%,1.70,4.02%,-2.28%,-3.58%,-16.64%,-19.35%,5.74%,-40.58%,5.74%,45.00,4.00,7.00,-0.14%,17527,
"HZNP","Horizon Therapeutics Public Limited Company","Healthcare","Drug Manufacturers - General",23534.84,44.84,,48.20%,23.80%,226.10,0.40%,-36.04%,90.90%,-1.00%,2.69%,18.60%,-1.78%,-13.47%,-4.01%,17.39%,47.32%,41.85%,0.99,3.32%,-2.48%,-5.11%,6.18%,-12.52%,5.01%,-12.52%,58.79%,40.89,1.70,105.45,1.63%,2069747,143.84
"HZO","MarineMax, Inc.","Consumer Cyclical","Specialty Retail",1176.20,7.87,,11.90%,15.00%,22.13,2.00%,-4.33%,,-1.38%,8.25%,8.10%,-6.72%,2.86%,9.56%,9.88%,62.21%,52.07%,1.71,3.14%,-5.45%,1.50%,2.43%,-9.48%,14.18%,-25.74%,75.17%,43.84,2.40,52.64,-1.18%,170500,62.00
"HZON","Horizon Acquisition Corporation II","Financial","Shell Companies",644.45,,,,,65.56,,,57.90%,5.94%,1.17%,,-0.30%,-0.30%,1.13%,-1.40%,,-4.84%,,0.39%,-0.15%,0.03%,-1.66%,-0.91%,0.72%,-19.16%,1.60%,48.74,,9.83,0.00%,54861,
"IAA","IAA, Inc.","Industrials","Specialty Business Services",6649.46,22.91,,16.40%,6.90%,134.80,0.20%,-0.13%,,-0.50%,3.58%,25.30%,-2.07%,-19.03%,-9.07%,-13.80%,-19.39%,-25.67%,,3.36%,-9.33%,-14.10%,-15.85%,-22.59%,-0.63%,-29.17%,-0.63%,28.98,1.30,47.35,-1.97%,887314,70.88
"IAC","IAC/InterActiveCorp","Communication Services","Internet Content & Information",12103.34,10.99,,18.50%,-1.20%,86.26,5.20%,0.00%,88.10%,0.03%,2.27%,-2.20%,2.81%,-12.29%,1.21%,-13.74%,41.48%,6.09%,1.68,3.61%,-6.25%,-8.56%,-12.70%,-19.16%,3.10%,-28.33%,39.10%,38.50,1.90,128.38,-3.94%,1100873,181.57
"IACC","ION Acquisition Corp 3 Ltd.","Financial","Shell Companies",215.60,,,,,22.00,3.84%,0.00%,75.77%,,,,0.20%,0.51%,-0.51%,,,-2.00%,,0.29%,-0.28%,0.02%,-0.44%,-0.91%,1.14%,-3.75%,1.24%,46.73,,9.76,-0.41%,438,
"IAE","Voya Asia Pacific High Dividend Equity Income Fund","Financial","Closed-End Fund - Foreign",96.26,,10.63%,,,11.90,,,52.09%,,,,-3.69%,-5.60%,-6.90%,-16.08%,-5.71%,-6.26%,,1.01%,-4.77%,-5.39%,-11.10%,-8.54%,-0.62%,-17.56%,-0.62%,22.26,,8.03,-0.74%,57837,
"IAF","Aberdeen Australia Equity Fund, Inc.","Financial","Asset Management",137.49,,10.85%,,,23.30,,,29.03%,,,,-2.48%,-2.96%,-4.22%,-9.79%,16.83%,11.95%,,1.30%,-3.64%,-2.07%,-4.09%,-7.20%,3.13%,-10.96%,18.60%,36.17,,5.93,0.51%,33039,
"IAG","IAMGOLD Corporation","Basic Materials","Gold",1532.30,,,15.30%,6.30%,476.80,1.70%,0.00%,76.80%,0.09%,2.12%,1.50%,-2.83%,11.55%,29.83%,-19.32%,-8.31%,-15.80%,1.07,4.91%,-5.29%,6.51%,0.87%,-14.12%,37.37%,-24.56%,37.96%,45.48,2.20,2.98,-3.56%,11132481,
"IAGG","iShares Core International Aggregate Bond ETF","Financial","Exchange Traded Fund",,,0.88%,,,,,,,,,,0.62%,1.13%,-0.47%,1.02%,-0.82%,-1.28%,,0.27%,0.49%,0.73%,0.53%,-0.23%,1.54%,-1.33%,1.76%,59.84,,55.47,-0.04%,249679,
"IAI","iShares U.S. Broker-Dealers & Securities Exchanges ETF","Financial","Exchange Traded Fund",,,1.05%,,,,,,,,,,-3.78%,-5.86%,-2.19%,4.32%,47.44%,34.81%,,1.38%,-5.37%,-3.98%,3.64%,-8.52%,3.62%,-8.52%,44.52%,33.54,,106.34,-0.83%,216004,
"IAK","iShares U.S. Insurance ETF","Financial","Exchange Traded Fund",,,2.10%,,,,,,,,,,-5.13%,-5.84%,-3.75%,-3.61%,22.55%,16.54%,,0.90%,-6.38%,-5.25%,-1.45%,-8.72%,0.29%,-8.72%,19.74%,29.46,,77.83,-1.06%,2056,
"IART","Integra LifeSciences Holdings Corporation","Healthcare","Medical Devices",5344.94,25.18,,73.70%,9.20%,84.75,10.90%,-4.28%,93.30%,2.91%,6.19%,15.30%,-5.10%,-3.78%,-14.99%,-4.25%,16.85%,-1.49%,1.19,3.04%,-9.31%,-9.43%,-10.53%,-16.68%,-1.28%,-19.29%,17.73%,30.77,2.50,62.47,-2.31%,390056,78.55
"IAS","Integral Ad Science Holding Corp.","Communication Services","Advertising Agencies",3282.30,,,,,151.99,,,94.40%,1.12%,,-8.80%,-7.31%,-8.67%,1.40%,,,9.04%,,7.23%,-15.21%,-10.71%,-2.68%,-30.53%,1.95%,-30.53%,27.05%,34.09,1.90,20.62,-8.11%,613343,27.62
"IAT","iShares U.S. Regional Banks ETF","Financial","Exchange Traded Fund",,,2.19%,,,,,,,,,,-5.62%,-4.12%,4.77%,-0.73%,45.51%,35.11%,,1.58%,-6.59%,-4.64%,1.95%,-9.13%,8.14%,-9.13%,41.37%,33.72,,60.48,-1.27%,206277,
"IAU","iShares Gold Trust","Financial","Exchange Traded Fund",,,,,,,,,,,,,-1.92%,-0.74%,-2.46%,-7.40%,-0.65%,-7.12%,,0.82%,-2.34%,-0.69%,-0.78%,-4.82%,3.27%,-9.17%,5.95%,40.31,,33.84,0.48%,12825918,
"IAUF","iShares Gold Strategy ETF","Financial","Exchange Traded Fund",,,8.04%,,,,,,,,,,-1.78%,-0.57%,-2.42%,-7.56%,-8.28%,-7.67%,,0.61%,-2.15%,-0.56%,-0.82%,-4.99%,3.33%,-12.93%,5.68%,41.24,,54.49,0.49%,1765,
"IBA","Industrias Bachoco, S.A.B. de C.V.","Consumer Defensive","Farm Products",2013.91,7.66,2.13%,0.60%,8.30%,50.00,82.80%,0.00%,2.70%,1.79%,0.11%,9.50%,-2.52%,-6.15%,-8.94%,-15.22%,-4.07%,-11.78%,0.77,1.47%,-4.47%,-7.89%,-9.38%,-14.92%,0.59%,-18.59%,3.03%,27.10,2.00,39.46,-0.95%,8737,48.00
"IBB","iShares Biotechnology ETF","Financial","Exchange Traded Fund",,,0.17%,,,,,,,,,,0.35%,-3.37%,-10.48%,2.08%,6.37%,1.80%,,1.65%,-3.22%,-4.81%,-5.36%,-13.59%,0.35%,-15.01%,5.81%,35.92,,150.74,-2.26%,3135850,
"IBBJ","Defiance Nasdaq Junior Biotechnology ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.03%,3.75%,-3.33%,-1.42%,-3.60%,-13.27%,,0.36%,-0.27%,1.74%,-4.61%,-2.86%,7.06%,-27.94%,7.25%,54.63,,29.87,0.00%,1199,
"IBBQ","Invesco Nasdaq Biotechnology ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.17%,-3.82%,-10.42%,,,-5.59%,,1.45%,-4.24%,-5.67%,-8.23%,-13.29%,-0.50%,-15.16%,-0.50%,31.19,,23.56,-2.44%,17711,
"IBCP","Independent Bank Corporation","Financial","Banks - Regional",486.85,7.35,3.73%,24.00%,11.60%,21.52,0.60%,-0.24%,81.90%,-1.21%,2.40%,94.00%,-4.08%,0.09%,7.69%,-2.55%,32.57%,22.09%,1.07,2.53%,-3.59%,0.88%,2.36%,-7.27%,14.94%,-8.21%,32.05%,44.95,2.70,22.70,0.67%,99062,24.80
"IBD","Inspire Corporate Bond Impact ETF","Financial","Exchange Traded Fund",,,1.39%,,,,,,,,,,0.27%,-0.62%,-1.94%,-1.19%,-2.86%,-2.82%,,0.44%,-0.25%,-0.65%,-1.19%,-2.20%,0.70%,-6.38%,3.36%,44.12,,25.84,0.00%,14283,
"IBDD","iShares iBonds Mar 2023 Term Corporate ETF","Financial","Exchange Traded Fund",,,2.27%,,,,,,,,,,-0.04%,-0.19%,-0.59%,-1.11%,-1.81%,-1.59%,,0.19%,-0.23%,-0.40%,-0.94%,-0.89%,7.12%,-2.12%,7.12%,33.60,,26.79,-0.19%,1187,
"IBDM","iShares iBonds Dec 2021 Term Corporate ETF","Financial","Exchange Traded Fund",,,1.82%,,,,,,,,,,-0.04%,-0.08%,-0.16%,-0.28%,-1.08%,-0.80%,,0.05%,0.01%,-0.02%,-0.21%,-0.12%,0.08%,-0.96%,0.08%,50.28,,24.72,0.04%,370867,
"IBDN","iShares iBonds Dec 2022 Term Corporate ETF","Financial","Exchange Traded Fund",,,1.98%,,,,,,,,,,-0.04%,-0.12%,-0.43%,-0.71%,-1.45%,-1.33%,,0.07%,-0.33%,-0.44%,-0.85%,-0.67%,-0.20%,-1.72%,-0.20%,26.69,,25.15,-0.32%,336720,
"IBDO","iShares iBonds Dec 2023 Term Corporate ETF","Financial","Exchange Traded Fund",,,2.13%,,,,,,,,,,0.00%,-0.23%,-0.81%,-1.07%,-1.79%,-1.71%,,0.09%,-0.60%,-0.81%,-1.32%,-1.27%,-0.39%,-2.47%,-0.39%,20.33,,25.69,-0.50%,187508,
"IBDP","iShares iBonds Dec 2024 Term Corporate ETF","Financial","Exchange Traded Fund",,,2.19%,,,,,,,,,,0.15%,-0.46%,-1.33%,-1.66%,-2.13%,-2.18%,,0.18%,-0.37%,-0.75%,-1.43%,-1.44%,0.12%,-2.57%,0.12%,37.16,,25.94,-0.23%,155898,
"IBDQ","iShares iBonds Dec 2025 Term Corporate ETF","Financial","Exchange Traded Fund",,,2.15%,,,,,,,,,,0.26%,-0.41%,-1.63%,-1.81%,-2.77%,-3.00%,,0.21%,-0.51%,-0.90%,-1.67%,-1.89%,0.15%,-3.50%,0.15%,35.17,,26.45,-0.38%,151111,
