"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Gross Margin","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"HAUZ","Xtrackers International Real Estate ETF","Financial","Exchange Traded Fund",,,5.10%,,,,,,,,,,,-0.21%,0.10%,0.28%,0.46%,11.54%,7.18%,,0.52%,-0.31%,0.87%,1.08%,-1.44%,5.18%,-5.76%,12.01%,50.67,,28.65,0.35%,30665,
"HAWX","iShares Currency Hedged MSCI ACWI ex U.S. ETF","Financial","Exchange Traded Fund",,,1.80%,,,,,,,,,,,-0.23%,0.85%,3.86%,4.24%,16.76%,13.36%,,0.38%,0.46%,1.89%,3.36%,-1.06%,6.04%,-1.06%,16.76%,56.74,,33.37,-0.39%,8706,
"HAYN","Haynes International, Inc.","Industrials","Metal Fabrication",562.75,,2.02%,-17.20%,-4.80%,12.52,1.70%,0.00%,97.30%,0.52%,1.67%,8.40%,-5.30%,-5.22%,9.28%,18.61%,30.00%,108.07%,82.84%,1.35,4.07%,4.00%,10.39%,25.79%,-7.41%,26.35%,-7.41%,112.63%,57.08,1.70,43.59,4.88%,47706,45.00
"HAYW","Hayward Holdings, Inc.","Industrials","Electrical Equipment & Parts",6138.65,99.71,,,,231.34,0.40%,-53.62%,98.70%,-0.26%,1.00%,46.80%,20.80%,9.89%,19.49%,33.50%,12.76%,,60.12%,,3.65%,10.81%,18.33%,23.72%,-3.13%,38.84%,-3.13%,74.38%,69.64,1.80,27.22,-1.05%,1134402,28.88
"HBAN","Huntington Bancshares Incorporated","Financial","Banks - Regional",23432.43,17.48,3.71%,-3.00%,11.50%,1462.74,0.80%,-4.07%,81.70%,1.22%,1.60%,,93.30%,-0.68%,-3.17%,9.55%,2.73%,36.23%,28.03%,1.29,2.02%,0.14%,2.37%,5.68%,-3.75%,14.15%,-4.38%,39.64%,52.31,2.30,16.17,-0.86%,10158993,17.78
"HBB","Hamilton Beach Brands Holding Company","Technology","Consumer Electronics",231.57,8.40,2.35%,4.00%,-4.70%,13.89,1.50%,0.00%,50.20%,0.75%,2.75%,21.30%,6.00%,1.13%,12.89%,-1.34%,-29.36%,-7.56%,-2.97%,1.03,6.23%,3.41%,6.77%,-9.97%,-16.55%,14.87%,-34.65%,14.87%,53.25,,16.99,3.16%,17404,20.00
"HBCP","Home Bancorp, Inc.","Financial","Banks - Regional",366.28,7.28,2.14%,9.70%,12.30%,8.35,5.40%,0.00%,40.50%,-0.80%,0.93%,,,-0.12%,10.33%,17.26%,9.46%,48.79%,53.41%,0.73,2.36%,2.84%,7.95%,14.15%,-2.05%,18.84%,-2.05%,58.22%,64.76,2.70,42.94,0.66%,8702,44.33
"HBI","Hanesbrands Inc.","Consumer Cyclical","Apparel Manufacturing",6130.66,74.70,3.46%,-18.20%,3.10%,351.07,0.20%,0.00%,88.80%,-0.57%,7.89%,39.80%,2.90%,-2.91%,3.28%,-8.55%,-10.16%,29.23%,18.86%,1.51,2.71%,-1.12%,-2.08%,-8.14%,-11.54%,9.41%,-24.04%,29.96%,45.62,2.50,17.33,-0.86%,3930674,22.12
"HBIO","Harvard Bioscience, Inc.","Healthcare","Medical Instruments & Supplies",297.44,,,18.60%,-1.20%,40.75,8.00%,-5.01%,75.80%,-1.29%,1.66%,56.30%,1.10%,-2.07%,9.06%,-4.65%,6.01%,89.50%,76.69%,1.76,4.13%,0.56%,3.03%,8.23%,-8.56%,19.18%,-13.37%,112.32%,51.01,1.70,7.58,-1.69%,83761,10.00
"HBM","Hudbay Minerals Inc.","Basic Materials","Copper",2266.90,,0.28%,17.10%,4.30%,261.52,0.06%,0.00%,67.60%,2.25%,1.52%,16.50%,-0.90%,-3.17%,-5.65%,30.48%,-4.23%,22.94%,0.29%,1.86,3.76%,-0.79%,5.93%,1.30%,-7.20%,34.48%,-26.88%,34.48%,50.88,2.00,7.02,-0.57%,1309186,10.71
"HBMD","Howard Bancorp, Inc.","Financial","Banks - Regional",414.01,16.85,,-49.80%,21.00%,18.81,4.60%,0.00%,46.20%,-19.57%,1.41%,,91.60%,-1.92%,3.05%,13.39%,28.53%,86.41%,85.77%,0.90,2.23%,1.25%,6.11%,22.48%,-2.79%,20.95%,-2.79%,93.65%,55.64,2.50,21.94,-0.95%,59001,24.00
"HBNC","Horizon Bancorp, Inc.","Financial","Banks - Regional",878.68,10.07,2.60%,13.10%,18.30%,43.81,0.10%,-35.36%,57.20%,-0.26%,0.45%,,86.50%,-0.40%,9.28%,10.12%,8.86%,37.12%,26.23%,1.20,2.64%,2.91%,8.40%,10.62%,-2.01%,21.70%,-2.01%,42.39%,63.76,1.60,20.02,2.25%,201217,23.20
"HBP","Huttig Building Products, Inc.","Industrials","Industrial Distribution",236.20,8.23,,-15.20%,3.70%,27.40,18.78%,0.00%,40.80%,0.64%,0.78%,21.00%,5.20%,2.65%,26.92%,59.68%,32.00%,139.52%,142.78%,2.52,6.61%,13.32%,36.56%,64.40%,-10.59%,83.71%,-10.59%,194.06%,68.64,,8.91,1.25%,158581,8.10
"HBT","HBT Financial, Inc.","Financial","Banks - Regional",544.38,9.29,3.21%,,,27.34,87.98%,0.00%,27.00%,-1.07%,2.22%,,89.70%,-0.43%,4.82%,18.93%,2.46%,38.15%,23.56%,,3.75%,2.00%,10.92%,9.88%,-3.65%,31.92%,-3.65%,43.12%,61.65,2.50,18.72,2.30%,15749,19.75
"HCA","HCA Healthcare, Inc.","Healthcare","Medical Care Facilities",75261.55,12.39,0.79%,17.00%,5.40%,318.07,0.30%,-16.79%,72.00%,-1.42%,1.05%,83.70%,16.80%,-0.30%,-3.03%,-2.44%,17.87%,60.84%,47.91%,1.64,2.47%,-1.61%,-2.23%,10.79%,-7.83%,3.06%,-7.83%,65.46%,44.73,2.00,243.25,-0.25%,878272,286.70
"HCAQ","HealthCor Catalio Acquisition Corp.","Financial","Shell Companies",263.08,,,,,26.49,,,84.00%,-2.18%,0.07%,,,-0.14%,0.20%,0.81%,1.84%,,-0.60%,,0.32%,-0.08%,0.16%,-0.29%,-0.70%,1.02%,-9.55%,4.96%,49.62,,9.95,0.00%,26746,
"HCAR","Healthcare Services Acquisition Corporation","Financial","Shell Companies",404.94,,,,,41.40,,,83.60%,-0.34%,0.10%,,,-0.20%,0.21%,1.19%,0.72%,,-2.40%,,0.19%,-0.06%,0.15%,-0.01%,-0.20%,1.04%,-7.22%,1.67%,50.36,,9.76,-0.10%,216347,
"HCARU","Healthcare Services Acquisition Corporation","Financial","Shell Companies",,,,,,,,,23.18%,,0.00%,,,0.20%,-0.69%,-0.20%,-0.69%,,-1.86%,,0.49%,0.13%,0.40%,-1.83%,-1.46%,1.72%,-11.71%,1.72%,50.58,,10.03,0.00%,792,
"HCAT","Health Catalyst, Inc.","Healthcare","Health Information Services",2597.41,,,,,49.00,1.70%,-33.92%,,0.34%,10.80%,49.20%,-59.80%,-0.22%,-2.53%,-1.26%,-6.07%,48.22%,13.12%,,3.40%,-3.76%,-3.52%,-5.77%,-13.90%,8.17%,-17.24%,50.90%,44.48,1.50,49.24,-0.93%,594474,63.75
"HCC","Warrior Met Coal, Inc.","Basic Materials","Coking Coal",1084.61,,0.93%,34.50%,7.50%,51.42,0.30%,-7.03%,92.50%,-2.28%,4.22%,27.00%,2.70%,-3.45%,-15.82%,14.75%,23.35%,25.44%,1.08%,1.06,5.21%,-8.80%,-11.75%,7.12%,-24.12%,2.38%,-24.12%,43.00%,37.20,2.70,21.55,-0.28%,479926,27.60
"HCCCU","Healthcare Capital Corp.","Financial","Shell Companies",,,,,,,,,48.19%,,0.00%,,,0.19%,1.47%,2.61%,4.38%,,-0.19%,,0.17%,0.32%,0.67%,1.15%,-0.49%,1.59%,-3.58%,5.03%,55.92,,10.24,0.00%,0,
"HCCI","Heritage-Crystal Clean, Inc","Industrials","Waste Management",834.61,16.62,,55.60%,3.00%,23.43,2.80%,-0.58%,62.00%,-0.66%,1.59%,,13.90%,-2.77%,12.02%,19.59%,6.51%,57.82%,61.41%,1.24,3.23%,-1.36%,8.80%,16.37%,-6.28%,26.99%,-6.28%,80.33%,55.31,1.40,34.01,-0.35%,56487,38.40
"HCDI","Harbor Custom Development, Inc.","Real Estate","Real Estate - Development",31.58,,,,,14.89,21.30%,0.00%,16.00%,-5.22%,9.40%,8.20%,-3.40%,5.29%,15.26%,-22.06%,-31.13%,-55.85%,-49.77%,,9.54%,10.02%,0.71%,-25.42%,-27.72%,31.14%,-72.28%,31.14%,53.86,,2.19,-5.60%,462795,
"HCDIP","Harbor Custom Development, Inc.","Real Estate","Real Estate - Development",,,12.59%,,,,,,0.62%,,0.02%,,,5.17%,7.81%,-33.00%,,,-31.64%,,2.40%,4.97%,-8.88%,-24.32%,-33.83%,17.54%,-35.20%,17.54%,52.30,,15.88,0.32%,55297,
"HCI","HCI Group, Inc.","Financial","Insurance - Property & Casualty",1300.31,176.02,1.28%,-10.00%,-1.30%,8.02,6.10%,0.00%,52.40%,-0.18%,6.73%,,7.30%,-6.65%,-3.14%,21.86%,63.47%,141.65%,139.29%,0.73,4.47%,-4.85%,1.78%,33.07%,-10.48%,19.46%,-10.48%,148.22%,45.75,2.30,125.15,-3.19%,90529,105.00
"HCIC","Hennessy Capital Investment Corp. V","Financial","Shell Companies",421.73,,,,,43.12,,,80.50%,3.45%,0.25%,,,0.20%,-0.91%,-1.11%,-0.81%,,-1.11%,,0.54%,-1.17%,-1.09%,-1.28%,-3.44%,0.62%,-6.93%,2.19%,38.64,,9.81,0.10%,586776,
"HCICU","Hennessy Capital Investment Corp. V","Financial","Shell Companies",,,,,,,,,13.04%,,0.00%,,,0.09%,-1.11%,-1.98%,-0.83%,,-9.41%,,0.86%,-1.58%,-1.55%,-3.24%,-4.77%,0.57%,-24.46%,2.21%,39.17,,10.05,0.07%,13139,
"HCIIU","Hudson Executive Investment Corp. II","Financial","Shell Companies",,,,,,,,,62.60%,,,,,0.00%,-0.08%,-0.70%,-1.68%,,-5.69%,,0.16%,-0.10%,-0.07%,-1.62%,-1.00%,0.85%,-11.95%,3.54%,48.70,,9.95,0.00%,0,
"HCKT","The Hackett Group, Inc.","Technology","Information Technology Services",637.63,27.17,1.87%,-16.60%,-1.70%,29.81,18.62%,0.00%,80.90%,0.42%,2.25%,36.80%,13.40%,-2.55%,1.80%,12.31%,24.80%,40.41%,48.99%,0.71,2.75%,-0.29%,4.28%,17.88%,-7.98%,17.61%,-7.98%,64.16%,53.34,1.70,21.44,-0.88%,75076,26.00
"HCM","HUTCHMED (China) Limited","Healthcare","Drug Manufacturers - General",4483.47,,,,,148.90,1.41%,0.00%,28.92%,,1.45%,,,-1.41%,-6.58%,-20.07%,9.33%,0.03%,-5.97%,,2.82%,-2.53%,-10.54%,-8.87%,-26.68%,2.94%,-31.47%,27.21%,38.89,1.60,30.11,-3.46%,171213,46.21
"HCNEU","JAWS Hurricane Acquisition Corporation","Financial","Shell Companies",,,,,,,,,,,,,,-0.40%,-0.79%,0.40%,,,0.10%,,1.78%,-0.64%,0.08%,0.16%,-10.17%,2.86%,-10.17%,2.86%,49.25,,10.07,-0.10%,428,
"HCSG","Healthcare Services Group, Inc.","Healthcare","Medical Care Facilities",1391.63,19.82,4.39%,10.50%,4.10%,74.94,0.10%,0.00%,,2.97%,9.64%,15.50%,5.10%,-2.48%,-5.64%,-25.54%,-38.23%,-19.00%,-32.78%,0.29,3.04%,-3.04%,-16.55%,-31.55%,-30.40%,0.67%,-47.23%,0.67%,29.92,2.60,18.89,-2.18%,637993,23.09
"HCTI","Healthcare Triangle, Inc.","Healthcare","Health Information Services",,,,,,,,,,,1.88%,,,-15.69%,-20.34%,,,,-35.65%,,10.96%,-17.86%,-21.26%,-21.26%,-46.90%,-4.94%,-46.90%,-4.94%,,,2.31,-9.41%,370561,
"HCWB","HCW Biologics Inc.","Healthcare","Biotechnology",101.13,,,,,35.36,43.40%,0.00%,0.20%,415.45%,1.73%,,,-1.38%,4.38%,-29.90%,,,-54.60%,,13.47%,-10.45%,-11.60%,-25.69%,-59.43%,21.19%,-63.22%,21.19%,44.01,,2.86,-4.67%,284708,
"HD","The Home Depot, Inc.","Consumer Cyclical","Home Improvement Retail",422571.03,28.55,1.63%,16.90%,8.30%,1058.00,0.06%,-26.45%,71.90%,-0.08%,0.93%,33.70%,14.80%,10.40%,13.29%,23.27%,28.53%,50.41%,52.79%,1.01,1.67%,9.15%,15.59%,26.72%,1.61%,25.20%,1.61%,64.58%,82.74,2.10,405.85,2.79%,4501920,354.50
"HDAW","Xtrackers MSCI All World ex US High Dividend Yield Hedged Equity ETF","Financial","Exchange Traded Fund",,,4.73%,,,,,,,,,,,-0.94%,-1.38%,-3.71%,-6.39%,7.76%,2.93%,,0.38%,-0.81%,-0.63%,-3.55%,-4.92%,2.62%,-15.11%,24.61%,43.89,,24.72,-0.24%,5284,
"HDB","HDFC Bank Limited","Financial","Banks - Regional",115639.72,30.20,0.36%,20.60%,15.30%,1835.83,,,18.00%,-1.86%,0.20%,,41.50%,0.85%,-7.23%,-6.23%,-5.86%,7.15%,-0.42%,0.77,1.63%,-1.34%,-2.33%,-4.17%,-8.25%,4.00%,-15.04%,9.29%,45.94,1.30,71.96,2.17%,2224771,92.43
"HDEF","Xtrackers MSCI EAFE High Dividend Yield Equity ETF","Financial","Exchange Traded Fund",,,5.00%,,,,,,,,,,,-0.81%,-0.73%,-4.88%,-7.83%,4.29%,0.09%,,0.46%,-0.75%,-0.40%,-3.92%,-4.57%,3.20%,-9.21%,4.52%,44.35,,23.19,-0.09%,214453,
"HDG","ProShares Hedge Replication ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-0.68%,0.86%,2.84%,1.35%,8.63%,4.73%,,0.37%,-0.05%,1.07%,1.00%,-1.34%,3.32%,-1.86%,8.65%,52.51,,52.47,-0.21%,12576,
"HDGE","AdvisorShares Ranger Equity Bear ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,2.13%,-1.76%,-3.81%,-0.08%,-29.19%,-19.14%,,1.17%,0.24%,-1.79%,-0.60%,-5.22%,3.86%,-29.55%,8.07%,50.39,,24.50,1.11%,255745,
"HDLB","ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN B","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-1.32%,-0.65%,-7.99%,-6.63%,41.71%,30.64%,,1.19%,0.01%,-0.06%,-0.97%,-5.62%,4.47%,-18.40%,45.15%,49.03,,14.95,-1.06%,26068,
"HDMV","First Trust Horizon Managed Volatility Developed International ETF","Financial","Exchange Traded Fund",,,2.96%,,,,,,,,,,,-0.29%,0.41%,-2.78%,-1.35%,5.35%,4.01%,,0.40%,-0.36%,0.23%,0.11%,-2.84%,3.16%,-3.53%,6.27%,48.98,,31.75,0.16%,5611,
"HDRO","Defiance Next Gen H2 ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,-6.29%,7.63%,19.71%,2.82%,,-14.13%,,2.97%,-3.03%,8.38%,3.24%,-9.34%,32.68%,-19.86%,32.68%,49.14,,23.69,-4.86%,169184,
"HDSN","Hudson Technologies, Inc.","Basic Materials","Specialty Chemicals",195.20,10.54,,-23.50%,13.10%,43.50,3.50%,-24.73%,43.80%,-0.73%,0.85%,33.90%,4.10%,5.39%,31.01%,47.48%,116.13%,300.85%,330.28%,1.18,7.66%,21.06%,30.31%,69.96%,-4.09%,48.18%,-4.09%,364.36%,65.89,2.50,4.69,-0.85%,533137,4.00
"HDV","iShares Core High Dividend ETF","Financial","Exchange Traded Fund",,,3.62%,,,,,,,,,,,-0.75%,0.20%,1.14%,-0.16%,14.57%,12.06%,,0.66%,-0.47%,1.26%,2.11%,-1.57%,5.09%,-2.23%,15.64%,49.51,,98.24,-0.74%,435035,
"HE","Hawaiian Electric Industries, Inc.","Utilities","Utilities - Regulated Electric",4314.12,17.78,3.46%,3.80%,-0.20%,109.31,0.10%,0.00%,55.90%,1.33%,0.75%,13.80%,13.80%,-2.17%,-6.30%,-12.28%,-10.97%,5.14%,10.99%,0.24,1.84%,-3.50%,-4.18%,-5.91%,-9.44%,0.67%,-14.55%,19.17%,38.79,3.80,39.28,-1.60%,289728,38.00
"HEAR","Turtle Beach Corporation","Technology","Consumer Electronics",435.09,16.66,,18.10%,17.20%,16.08,0.70%,0.00%,63.80%,-1.97%,15.25%,36.00%,8.80%,-3.26%,-5.42%,1.81%,-7.35%,54.74%,28.03%,1.49,3.58%,-2.73%,-5.19%,-6.37%,-14.18%,1.81%,-28.71%,61.06%,42.80,1.50,27.59,0.25%,356791,38.33
"HEDJ","WisdomTree Europe Hedged Equity Fund","Financial","Exchange Traded Fund",,,2.76%,,,,,,,,,,,0.69%,6.16%,3.14%,8.27%,25.39%,23.42%,,0.47%,2.26%,4.38%,8.06%,-0.45%,9.71%,-0.45%,27.49%,72.23,,81.83,-0.44%,54772,
"HEEM","iShares Currency Hedged MSCI Emerging Markets ETF","Financial","Exchange Traded Fund",,,1.43%,,,,,,,,,,,-1.61%,-2.47%,2.63%,-2.73%,5.04%,0.33%,,0.67%,-0.93%,-0.43%,-3.49%,-2.90%,3.46%,-11.41%,5.47%,45.47,,30.83,-1.38%,6838,
"HEES","H&E Equipment Services, Inc.","Industrials","Rental & Leasing Services",1643.03,55.24,2.43%,-22.20%,2.40%,36.30,8.10%,-0.00%,74.40%,1.11%,2.97%,35.80%,7.60%,-4.55%,4.23%,40.58%,25.00%,67.47%,52.13%,2.16,4.13%,-1.33%,12.83%,26.27%,-10.53%,43.56%,-10.53%,72.04%,54.76,1.50,45.35,-0.04%,150563,50.25
"HEFA","iShares Currency Hedged MSCI EAFE ETF","Financial","Exchange Traded Fund",,,1.85%,,,,,,,,,,,0.36%,2.55%,4.27%,7.01%,21.62%,18.71%,,0.42%,1.12%,2.77%,6.10%,-0.51%,7.33%,-0.51%,21.62%,65.48,,36.17,0.00%,127962,
"HEGD","Swan Hedged Equity US Large Cap ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,,0.73%,2.81%,4.13%,9.35%,,16.40%,,0.67%,1.23%,3.14%,7.28%,-0.46%,6.88%,-0.46%,18.05%,64.77,,19.42,0.36%,22685,
"HEI","HEICO Corporation","Industrials","Aerospace & Defense",19115.66,72.03,0.12%,17.80%,8.50%,135.37,7.70%,0.07%,70.90%,0.54%,0.97%,38.40%,20.60%,0.32%,5.95%,15.23%,10.00%,9.21%,10.77%,1.16,2.08%,2.61%,7.22%,9.16%,-3.26%,18.24%,-3.26%,26.90%,62.62,2.50,146.66,0.29%,186122,140.33
"HEI-A","HEICO Corporation","Industrials","Aerospace & Defense",11029.12,71.24,0.13%,,,81.06,9.82%,0.00%,86.46%,,,,,-0.12%,13.11%,16.71%,9.52%,14.47%,16.23%,,2.22%,4.67%,10.48%,11.27%,-2.57%,23.18%,-2.57%,30.69%,64.73,,136.06,0.21%,125360,132.00
"HELE","Helen of Troy Limited","Consumer Defensive","Household & Personal Products",5766.12,28.43,,24.60%,8.60%,24.10,0.50%,-17.27%,,-1.10%,9.70%,43.90%,11.90%,2.27%,7.91%,6.55%,10.43%,24.44%,10.76%,0.81,2.13%,5.42%,6.98%,9.41%,-1.46%,14.41%,-7.47%,27.35%,67.44,2.60,246.10,-0.07%,90028,258.00
"HELX","Franklin Genomic Advancements ETF","Financial","Exchange Traded Fund",,,0.02%,,,,,,,,,,,0.70%,-2.41%,-6.11%,21.20%,32.46%,13.78%,,1.58%,-2.72%,-4.23%,2.86%,-14.02%,3.32%,-14.02%,32.46%,42.73,,50.39,-0.90%,2773,
"HEP","Holly Energy Partners, L.P.","Energy","Oil & Gas Midstream",1808.11,8.14,8.22%,0.00%,6.80%,105.44,0.20%,3.66%,30.80%,-0.32%,1.98%,67.40%,48.60%,-2.52%,-16.22%,-2.68%,-19.55%,36.54%,20.00%,1.01,2.87%,-6.02%,-8.53%,-12.58%,-16.84%,0.12%,-28.07%,37.86%,34.08,2.70,17.04,-0.64%,81784,21.00
"HEPA","Hepion Pharmaceuticals, Inc.","Healthcare","Biotechnology",98.47,,,64.10%,,76.22,0.14%,0.00%,21.10%,-1.77%,2.37%,,,-8.39%,-16.56%,-8.39%,-19.63%,-52.88%,-40.18%,1.38,4.09%,-11.07%,-13.84%,-25.94%,-27.98%,-3.68%,-58.81%,-3.67%,31.77,2.00,1.31,-5.07%,1548780,6.33
"HEPS","D-MARKET Elektronik Hizmetler ve Ticaret Anonim Sirketi","Consumer Cyclical","Internet Retail",1766.48,,,,,515.01,,,12.70%,124.18%,0.24%,24.80%,,-39.18%,-31.40%,-70.93%,,,-74.46%,,9.62%,-26.51%,-39.07%,-61.33%,-54.93%,6.19%,-77.48%,6.19%,29.43,2.20,3.43,4.26%,1339796,13.67
"HEQ","John Hancock Hedged Equity & Income Fund","Financial","Closed-End Fund - Equity",158.30,,8.96%,,,12.22,0.13%,0.00%,38.58%,,,,,-1.22%,0.00%,-3.50%,1.57%,17.83%,13.20%,,1.38%,-0.44%,0.06%,1.78%,-5.27%,3.52%,-6.22%,19.12%,47.10,,12.95,0.21%,20363,
"HERA","FTAC Hera Acquisition Corp.","Financial","Shell Companies",851.52,,,,,87.07,0.57%,0.00%,59.66%,,,,,-0.10%,0.31%,0.51%,-0.20%,,-1.51%,,0.28%,0.02%,0.20%,0.20%,-0.61%,1.03%,-2.40%,1.35%,52.27,,9.78,0.10%,414765,
"HERAU","FTAC Hera Acquisition Corp.","Financial","Shell Companies",,,,,,,2.07%,,30.94%,,,,,-0.10%,0.30%,0.00%,-0.33%,,0.20%,,0.25%,-0.06%,0.12%,-0.16%,-0.99%,1.52%,-2.91%,1.52%,49.13,,10.00,-0.21%,4838,
"HERO","Global X Video Games & Esports ETF","Financial","Exchange Traded Fund",,,0.67%,,,,,,,,,,,-0.54%,6.25%,7.99%,-0.22%,18.00%,0.77%,,1.24%,2.97%,6.59%,0.30%,-2.58%,16.26%,-15.95%,18.00%,64.91,,31.29,0.58%,116575,
"HES","Hess Corporation","Energy","Oil & Gas E&P",24746.00,127.35,1.24%,0.90%,-6.40%,308.10,10.23%,-0.31%,85.00%,-1.35%,2.15%,72.60%,19.20%,-0.71%,-9.85%,25.53%,-1.46%,75.41%,52.95%,2.01,3.27%,-3.85%,-0.66%,5.50%,-12.99%,21.96%,-12.99%,80.22%,43.79,2.20,80.74,1.06%,1539868,105.83
"HESM","Hess Midstream LP","Energy","Oil & Gas Midstream",7279.93,14.66,7.53%,-17.90%,14.10%,25.00,10.32%,-21.64%,53.20%,-0.08%,4.29%,,59.10%,-5.17%,-10.56%,1.39%,-2.95%,34.28%,22.89%,1.99,2.79%,-5.43%,-8.73%,-1.33%,-20.74%,-0.21%,-20.74%,38.70%,34.07,2.00,24.05,-1.52%,351855,29.62
"HEWG","iShares Currency Hedged MSCI Germany ETF","Financial","Exchange Traded Fund",,,2.18%,,,,,,,,,,,1.13%,4.42%,1.34%,5.43%,19.67%,16.32%,,0.29%,1.87%,3.57%,4.60%,-0.06%,8.28%,-0.06%,20.22%,69.91,,34.00,-0.06%,26408,
"HEWJ","iShares Currency Hedged MSCI Japan ETF","Financial","Exchange Traded Fund",,,1.10%,,,,,,,,,,,1.06%,1.04%,8.85%,7.85%,20.83%,14.16%,,0.58%,1.13%,1.20%,5.09%,-1.89%,7.52%,-1.89%,20.83%,55.98,,40.95,0.38%,50123,
"HEWU","iShares Currency Hedged MSCI United Kingdom ETF","Financial","Exchange Traded Fund",,,2.54%,,,,,,,,,,,-1.57%,0.75%,2.86%,2.96%,25.24%,15.14%,,0.13%,-0.18%,1.78%,4.70%,-1.57%,6.33%,-1.57%,16.97%,52.40,,23.63,-0.31%,55,
"HEXO","HEXO Corp.","Healthcare","Drug Manufacturers - Specialty & Generic",319.22,,,-21.40%,131.20%,143.96,6.04%,0.00%,15.34%,,,23.50%,-69.00%,-20.96%,-28.26%,-43.10%,-77.40%,-54.48%,-64.13%,2.02,8.81%,-15.90%,-25.15%,-72.22%,-43.59%,3.94%,-88.04%,3.94%,37.26,,1.32,-8.33%,10840821,
"HEZU","iShares Currency Hedged MSCI Eurozone ETF","Financial","Exchange Traded Fund",,,1.98%,,,,,,,,,,,0.93%,4.63%,4.94%,8.97%,26.51%,24.69%,,0.42%,1.89%,4.35%,8.56%,-0.28%,9.00%,-0.28%,26.80%,71.85,,38.89,-0.13%,41719,
"HFBL","Home Federal Bancorp, Inc. of Louisiana","Financial","Banks - Regional",65.85,12.75,1.99%,12.50%,5.50%,3.21,4.80%,-0.70%,23.50%,49.44%,0.03%,,82.40%,2.95%,8.51%,14.71%,33.83%,67.29%,39.02%,0.57,0.59%,5.33%,6.86%,26.95%,0.38%,13.93%,-3.25%,60.09%,65.20,,20.08,0.38%,42,
"HFC","HollyFrontier Corporation","Energy","Oil & Gas Refining & Marketing",5154.66,11.25,4.30%,-24.20%,-3.30%,162.55,0.30%,10.72%,89.90%,2.36%,3.67%,19.20%,6.50%,-3.44%,-12.97%,12.75%,-4.27%,43.22%,25.88%,1.66,3.49%,-5.25%,-3.38%,-3.44%,-14.19%,11.06%,-23.24%,48.52%,40.30,2.90,32.54,0.00%,1338856,40.46
"HFFG","HF Foods Group Inc.","Consumer Defensive","Food Distribution",402.94,67.26,,,,51.91,30.89%,0.00%,14.00%,-1.78%,3.73%,18.00%,-0.60%,-0.25%,12.75%,46.83%,25.92%,6.50%,4.65%,1.49,4.12%,4.68%,16.82%,21.69%,-4.95%,43.09%,-10.16%,56.62%,63.35,,7.87,0.25%,72855,
"HFRO","Highland Funds I - Highland Income Fund","Financial","Asset Management",806.88,,8.14%,,,71.41,,,51.91%,,,,,0.44%,-0.18%,3.48%,-1.57%,29.44%,9.92%,,1.15%,0.02%,2.37%,3.04%,-1.65%,6.60%,-7.00%,29.89%,54.48,,11.30,-0.18%,173235,
"HFWA","Heritage Financial Corporation","Financial","Banks - Regional",884.87,8.89,3.17%,0.60%,9.60%,35.64,0.10%,-10.93%,83.70%,0.15%,3.33%,,97.80%,-2.51%,0.84%,1.33%,-13.72%,3.70%,7.78%,0.70,2.50%,-0.59%,0.65%,-3.45%,-7.11%,8.34%,-18.31%,16.18%,47.58,2.80,25.21,0.08%,98789,27.50
"HFXI","IQ 50 Percent Hedged FTSE International ETF","Financial","Exchange Traded Fund",,,2.56%,,,,,,,,,,,0.25%,1.63%,1.88%,2.58%,17.60%,12.06%,,0.56%,0.55%,1.60%,2.97%,-1.17%,5.95%,-1.59%,17.95%,56.63,,25.42,-0.05%,3712,
"HGBL","Heritage Global Inc.","Financial","Capital Markets",59.20,6.50,,22.90%,8.50%,35.80,9.70%,-5.31%,29.00%,8.49%,0.10%,63.20%,18.00%,5.10%,-13.16%,-7.30%,-44.44%,0.61%,-37.97%,1.33,5.49%,-9.69%,-14.66%,-33.48%,-25.63%,6.45%,-60.71%,9.27%,38.50,1.70,1.65,-4.62%,37547,5.50
"HGEN","Humanigen, Inc.","Healthcare","Biotechnology",378.61,,,43.70%,,58.84,23.35%,-21.20%,51.60%,24.31%,19.59%,,,-3.04%,-7.63%,-62.61%,-69.84%,-26.67%,-65.43%,-1.89,7.53%,-12.57%,-8.37%,-59.45%,-27.80%,6.45%,-79.28%,6.45%,38.23,1.90,6.05,-3.97%,1272714,21.12
